Channel Code,Value,Date,Time,Status
SU,-3.96,25/12/25,00:01:12:18,Normal
SD,0.86,25/12/25,00:01:12:18,Normal
IU,-72.43,25/12/25,00:01:12:18,Normal
ID,-11.03,25/12/25,00:01:12:18,Normal
Tm,0.03,25/12/25,00:01:12:18,Normal
SU,-3.09,25/12/25,00:11:14:08,Normal
SD,1.65,25/12/25,00:11:14:08,Normal
IU,-71.84,25/12/25,00:11:14:08,Normal
ID,-10.25,25/12/25,00:11:14:08,Normal
Tm,-0.21,25/12/25,00:11:14:08,Normal
SU,-3.76,25/12/25,00:21:16:41,Normal
SD,1.26,25/12/25,00:21:16:41,Normal
IU,-70.31,25/12/25,00:21:16:41,Normal
ID,-9.46,25/12/25,00:21:16:41,Normal
Tm,-0.57,25/12/25,00:21:16:41,Normal
SU,-2.91,25/12/25,00:31:18:23,Normal
SD,1.68,25/12/25,00:31:18:23,Normal
IU,-69.09,25/12/25,00:31:18:23,Normal
ID,-8.88,25/12/25,00:31:18:23,Normal
Tm,-0.78,25/12/25,00:31:18:23,Normal
SU,-2.65,25/12/25,00:41:20:95,Normal
SD,2.47,25/12/25,00:41:20:95,Normal
IU,-68.4,25/12/25,00:41:20:95,Normal
ID,-8.92,25/12/25,00:41:20:95,Normal
Tm,-0.89,25/12/25,00:41:20:95,Normal
SU,-2.51,25/12/25,00:51:22:78,Normal
SD,1.82,25/12/25,00:51:22:78,Normal
IU,-69.3,25/12/25,00:51:22:78,Normal
ID,-8.74,25/12/25,00:51:22:78,Normal
Tm,-0.93,25/12/25,00:51:22:78,Normal
SU,-2.83,25/12/25,01:01:24:65,Normal
SD,1.63,25/12/25,01:01:24:65,Normal
IU,-69.46,25/12/25,01:01:24:65,Normal
ID,-8.82,25/12/25,01:01:24:65,Normal
Tm,-0.9,25/12/25,01:01:24:65,Normal
SU,-2.97,25/12/25,01:11:27:33,Normal
SD,1.74,25/12/25,01:11:27:33,Normal
IU,-69.35,25/12/25,01:11:27:33,Normal
ID,-8.9,25/12/25,01:11:27:33,Normal
Tm,-0.88,25/12/25,01:11:27:33,Normal
SU,-3.13,25/12/25,01:21:29:28,Normal
SD,2.1,25/12/25,01:21:29:28,Normal
IU,-68.35,25/12/25,01:21:29:28,Normal
ID,-8.68,25/12/25,01:21:29:28,Normal
Tm,-1.19,25/12/25,01:21:29:28,Normal
SU,-3.11,25/12/25,01:31:32:09,Normal
SD,1.57,25/12/25,01:31:32:09,Normal
IU,-67.45,25/12/25,01:31:32:09,Normal
ID,-8.48,25/12/25,01:31:32:09,Normal
Tm,-1.39,25/12/25,01:31:32:09,Normal
SU,-2.49,25/12/25,01:41:34:04,Normal
SD,2.72,25/12/25,01:41:34:04,Normal
IU,-64.06,25/12/25,01:41:34:04,Normal
ID,-8.05,25/12/25,01:41:34:04,Normal
Tm,-1.44,25/12/25,01:41:34:04,Normal
SU,-2.56,25/12/25,01:51:35:99,Normal
SD,1.76,25/12/25,01:51:35:99,Normal
IU,-62.47,25/12/25,01:51:35:99,Normal
ID,-8.05,25/12/25,01:51:35:99,Normal
Tm,-1.14,25/12/25,01:51:35:99,Normal
SU,-3.8,25/12/25,02:01:37:90,Normal
SD,1.88,25/12/25,02:01:37:90,Normal
IU,-61.3,25/12/25,02:01:37:90,Normal
ID,-7.93,25/12/25,02:01:37:90,Normal
Tm,-1.32,25/12/25,02:01:37:90,Normal
SU,-3.23,25/12/25,02:11:40:71,Normal
SD,1.24,25/12/25,02:11:40:71,Normal
IU,-59.29,25/12/25,02:11:40:71,Normal
ID,-7.51,25/12/25,02:11:40:71,Normal
Tm,-1.29,25/12/25,02:11:40:71,Normal
SU,-2.86,25/12/25,02:21:42:66,Normal
SD,1.63,25/12/25,02:21:42:66,Normal
IU,-57.33,25/12/25,02:21:42:66,Normal
ID,-6.62,25/12/25,02:21:42:66,Normal
Tm,-1.41,25/12/25,02:21:42:66,Normal
SU,-3.57,25/12/25,02:31:44:61,Normal
SD,1.59,25/12/25,02:31:44:61,Normal
IU,-55.84,25/12/25,02:31:44:61,Normal
ID,-6.14,25/12/25,02:31:44:61,Normal
Tm,-1.56,25/12/25,02:31:44:61,Normal
SU,-2.58,25/12/25,02:41:47:43,Normal
SD,2.41,25/12/25,02:41:47:43,Normal
IU,-53.19,25/12/25,02:41:47:43,Normal
ID,-5.92,25/12/25,02:41:47:43,Normal
Tm,-1.29,25/12/25,02:41:47:43,Normal
SU,-2.74,25/12/25,02:51:49:34,Normal
SD,2.03,25/12/25,02:51:49:34,Normal
IU,-51.71,25/12/25,02:51:49:34,Normal
ID,-5.58,25/12/25,02:51:49:34,Normal
Tm,-1.28,25/12/25,02:51:49:34,Normal
SU,-3.41,25/12/25,03:01:51:29,Normal
SD,2.07,25/12/25,03:01:51:29,Normal
IU,-51.82,25/12/25,03:01:51:29,Normal
ID,-5.78,25/12/25,03:01:51:29,Normal
Tm,-1.15,25/12/25,03:01:51:29,Normal
SU,-3.39,25/12/25,03:11:54:09,Normal
SD,1.8,25/12/25,03:11:54:09,Normal
IU,-52.08,25/12/25,03:11:54:09,Normal
