Channel Code,Value,Date,Time,Status
SU,-1.45,25/12/22,00:08:59:47,Normal
SD,2.53,25/12/22,00:08:59:47,Normal
IU,-77.88,25/12/22,00:08:59:47,Normal
ID,-9.12,25/12/22,00:08:59:47,Normal
Tm,-1.67,25/12/22,00:08:59:47,Normal
SU,-1.43,25/12/22,00:19:01:57,Normal
SD,1.73,25/12/22,00:19:01:57,Normal
IU,-78.89,25/12/22,00:19:01:57,Normal
ID,-9.2,25/12/22,00:19:01:57,Normal
Tm,-1.58,25/12/22,00:19:01:57,Normal
SU,-2.07,25/12/22,00:29:03:50,Normal
SD,2.63,25/12/22,00:29:03:50,Normal
IU,-78.68,25/12/22,00:29:03:50,Normal
ID,-10.07,25/12/22,00:29:03:50,Normal
Tm,-1.45,25/12/22,00:29:03:50,Normal
SU,-3.21,25/12/22,00:39:05:45,Normal
SD,2.66,25/12/22,00:39:05:45,Normal
IU,-78.2,25/12/22,00:39:05:45,Normal
ID,-9.64,25/12/22,00:39:05:45,Normal
Tm,-1.68,25/12/22,00:39:05:45,Normal
SU,-2.12,25/12/22,00:49:08:25,Normal
SD,3,25/12/22,00:49:08:25,Normal
IU,-77.57,25/12/22,00:49:08:25,Normal
ID,-9.34,25/12/22,00:49:08:25,Normal
Tm,-1.8,25/12/22,00:49:08:25,Normal
SU,-1.73,25/12/22,00:59:10:17,Normal
SD,3.12,25/12/22,00:59:10:17,Normal
IU,-78.63,25/12/22,00:59:10:17,Normal
ID,-10.29,25/12/22,00:59:10:17,Normal
Tm,-1.72,25/12/22,00:59:10:17,Normal
SU,-1.55,25/12/22,01:09:12:15,Normal
SD,3,25/12/22,01:09:12:15,Normal
IU,-79.53,25/12/22,01:09:12:15,Normal
ID,-11.27,25/12/22,01:09:12:15,Normal
Tm,-1.47,25/12/22,01:09:12:15,Normal
SU,-2.76,25/12/22,01:19:14:97,Normal
SD,2.6,25/12/22,01:19:14:97,Normal
IU,-78.73,25/12/22,01:19:14:97,Normal
ID,-10.91,25/12/22,01:19:14:97,Normal
Tm,-1.63,25/12/22,01:19:14:97,Normal
SU,-1.5,25/12/22,01:29:16:93,Normal
SD,2.42,25/12/22,01:29:16:93,Normal
IU,-78.31,25/12/22,01:29:16:93,Normal
ID,-10.37,25/12/22,01:29:16:93,Normal
Tm,-1.81,25/12/22,01:29:16:93,Normal
SU,-0.9,25/12/22,01:39:18:86,Normal
SD,1.98,25/12/22,01:39:18:86,Normal
IU,-77.94,25/12/22,01:39:18:86,Normal
ID,-10.37,25/12/22,01:39:18:86,Normal
Tm,-1.78,25/12/22,01:39:18:86,Normal
SU,-2.68,25/12/22,01:49:21:67,Normal
SD,2.42,25/12/22,01:49:21:67,Normal
IU,-78.1,25/12/22,01:49:21:67,Normal
ID,-10.35,25/12/22,01:49:21:67,Normal
Tm,-1.71,25/12/22,01:49:21:67,Normal
SU,-2.9,25/12/22,01:59:23:62,Normal
SD,2.92,25/12/22,01:59:23:62,Normal
IU,-78.47,25/12/22,01:59:23:62,Normal
ID,-10.83,25/12/22,01:59:23:62,Normal
Tm,-1.64,25/12/22,01:59:23:62,Normal
SU,-1.55,25/12/22,02:09:25:57,Normal
SD,1.65,25/12/22,02:09:25:57,Normal
IU,-77.57,25/12/22,02:09:25:57,Normal
ID,-10.83,25/12/22,02:09:25:57,Normal
Tm,-1.77,25/12/22,02:09:25:57,Normal
SU,-1.7,25/12/22,02:19:28:36,Normal
