Channel Code,Value,Date,Time,Status
SU,-1.96,25/12/20,00:08:10:37,Normal
SD,0.74,25/12/20,00:08:10:37,Normal
IU,-31.84,25/12/20,00:08:10:37,Normal
ID,1.67,25/12/20,00:08:10:37,Normal
Tm,1.32,25/12/20,00:08:10:37,Normal
SU,-1.94,25/12/20,00:18:12:19,Normal
SD,0.86,25/12/20,00:18:12:19,Normal
IU,-32.9,25/12/20,00:18:12:19,Normal
ID,1.55,25/12/20,00:18:12:19,Normal
Tm,1.25,25/12/20,00:18:12:19,Normal
SU,-1.93,25/12/20,00:28:14:66,Normal
SD,0.7,25/12/20,00:28:14:66,Normal
IU,-33.96,25/12/20,00:28:14:66,Normal
ID,1.05,25/12/20,00:28:14:66,Normal
Tm,1.24,25/12/20,00:28:14:66,Normal
SU,-1.98,25/12/20,00:38:16:25,Normal
SD,1.07,25/12/20,00:38:16:25,Normal
IU,-36.5,25/12/20,00:38:16:25,Normal
ID,0.68,25/12/20,00:38:16:25,Normal
Tm,1.19,25/12/20,00:38:16:25,Normal
SU,-2.84,25/12/20,00:48:18:71,Normal
SD,0.95,25/12/20,00:48:18:71,Normal
IU,-48.69,25/12/20,00:48:18:71,Normal
ID,-0.74,25/12/20,00:48:18:71,Normal
Tm,1.11,25/12/20,00:48:18:71,Normal
SU,-3.28,25/12/20,00:58:20:76,Normal
SD,0.86,25/12/20,00:58:20:76,Normal
IU,-57.17,25/12/20,00:58:20:76,Normal
ID,-2.36,25/12/20,00:58:20:76,Normal
Tm,0.92,25/12/20,00:58:20:76,Normal
SU,-3.87,25/12/20,01:08:23:40,Normal
SD,1.12,25/12/20,01:08:23:40,Normal
IU,-61.41,25/12/20,01:08:23:40,Normal
ID,-3,25/12/20,01:08:23:40,Normal
Tm,0.63,25/12/20,01:08:23:40,Normal
SU,-3.81,25/12/20,01:18:25:14,Normal
SD,1.26,25/12/20,01:18:25:14,Normal
IU,-63.21,25/12/20,01:18:25:14,Normal
ID,-3.34,25/12/20,01:18:25:14,Normal
Tm,0.35,25/12/20,01:18:25:14,Normal
SU,-3.09,25/12/20,01:28:26:89,Normal
SD,1.74,25/12/20,01:28:26:89,Normal
