Channel Code,Value,Date,Time,Status
SU,-3.48,25/12/21,00:03:28:61,Normal
SD,2,25/12/21,00:03:28:61,Normal
IU,-82.33,25/12/21,00:03:28:61,Normal
ID,-10.23,25/12/21,00:03:28:61,Normal
Tm,-0.59,25/12/21,00:03:28:61,Normal
SU,-3.5,25/12/21,00:13:31:44,Normal
SD,1.94,25/12/21,00:13:31:44,Normal
IU,-81.38,25/12/21,00:13:31:44,Normal
ID,-10.15,25/12/21,00:13:31:44,Normal
Tm,-0.64,25/12/21,00:13:31:44,Normal
SU,-3.3,25/12/21,00:23:33:54,Normal
SD,1.97,25/12/21,00:23:33:54,Normal
IU,-81.01,25/12/21,00:23:33:54,Normal
ID,-10.23,25/12/21,00:23:33:54,Normal
Tm,-0.66,25/12/21,00:23:33:54,Normal
SU,-4.36,25/12/21,00:33:35:61,Normal
SD,2.59,25/12/21,00:33:35:61,Normal
IU,-81.43,25/12/21,00:33:35:61,Normal
ID,-10.19,25/12/21,00:33:35:61,Normal
Tm,-0.79,25/12/21,00:33:35:61,Normal
SU,-3.5,25/12/21,00:43:37:72,Normal
SD,2.45,25/12/21,00:43:37:72,Normal
IU,-80.64,25/12/21,00:43:37:72,Normal
ID,-10.13,25/12/21,00:43:37:72,Normal
Tm,-1.04,25/12/21,00:43:37:72,Normal
SU,-2.77,25/12/21,00:53:39:65,Normal
SD,1.74,25/12/21,00:53:39:65,Normal
IU,-79.95,25/12/21,00:53:39:65,Normal
ID,-9.42,25/12/21,00:53:39:65,Normal
Tm,-1.37,25/12/21,00:53:39:65,Normal
SU,-3.2,25/12/21,01:03:41:60,Normal
SD,2.41,25/12/21,01:03:41:60,Normal
IU,-78.63,25/12/21,01:03:41:60,Normal
ID,-9.04,25/12/21,01:03:41:60,Normal
Tm,-1.52,25/12/21,01:03:41:60,Normal
SU,-2.07,25/12/21,01:13:44:40,Normal
SD,2.76,25/12/21,01:13:44:40,Normal
IU,-79.05,25/12/21,01:13:44:40,Normal
ID,-9.34,25/12/21,01:13:44:40,Normal
Tm,-1.53,25/12/21,01:13:44:40,Normal
SU,-2.01,25/12/21,01:23:46:32,Normal
SD,2.44,25/12/21,01:23:46:32,Normal
IU,-78.73,25/12/21,01:23:46:32,Normal
ID,-9.5,25/12/21,01:23:46:32,Normal
Tm,-1.66,25/12/21,01:23:46:32,Normal
SU,-1.43,25/12/21,01:33:48:26,Normal
SD,3.48,25/12/21,01:33:48:26,Normal
IU,-80.32,25/12/21,01:33:48:26,Normal
ID,-10.55,25/12/21,01:33:48:26,Normal
Tm,-1.39,25/12/21,01:33:48:26,Normal
SU,-2.45,25/12/21,01:43:51:04,Normal
SD,2.47,25/12/21,01:43:51:04,Normal
IU,-82.44,25/12/21,01:43:51:04,Normal
ID,-11.82,25/12/21,01:43:51:04,Normal
Tm,-1,25/12/21,01:43:51:04,Normal
SU,-3.66,25/12/21,01:53:53:05,Normal
SD,2.18,25/12/21,01:53:53:05,Normal
IU,-81.49,25/12/21,01:53:53:05,Normal
ID,-11.92,25/12/21,01:53:53:05,Normal
Tm,-1.1,25/12/21,01:53:53:05,Normal
SU,-3.41,25/12/21,02:03:54:99,Normal
SD,2.38,25/12/21,02:03:54:99,Normal
IU,-80.48,25/12/21,02:03:54:99,Normal
ID,-11.27,25/12/21,02:03:54:99,Normal
Tm,-1.36,25/12/21,02:03:54:99,Normal
SU,-3.18,25/12/21,02:13:57:79,Normal
SD,2.16,25/12/21,02:13:57:79,Normal
IU,-79.31,25/12/21,02:13:57:79,Normal
ID,-10.83,25/12/21,02:13:57:79,Normal
Tm,-1.69,25/12/21,02:13:57:79,Normal
SU,-2.7,25/12/21,02:23:59:70,Normal
SD,2.6,25/12/21,02:23:59:70,Normal
IU,-78.1,25/12/21,02:23:59:70,Normal
ID,-10.19,25/12/21,02:23:59:70,Normal
Tm,-2,25/12/21,02:23:59:70,Normal
SU,-2.74,25/12/21,02:34:02:06,Normal
SD,2.6,25/12/21,02:34:02:06,Normal
IU,-77.94,25/12/21,02:34:02:06,Normal
ID,-9.91,25/12/21,02:34:02:06,Normal
Tm,-2.19,25/12/21,02:34:02:06,Normal
SU,-2.37,25/12/21,02:44:04:34,Normal
SD,3.22,25/12/21,02:44:04:34,Normal
IU,-78.25,25/12/21,02:44:04:34,Normal
ID,-10.09,25/12/21,02:44:04:34,Normal
Tm,-2.14,25/12/21,02:44:04:34,Normal
SU,-1.36,25/12/21,02:54:06:38,Normal
SD,2.8,25/12/21,02:54:06:38,Normal
IU,-78.63,25/12/21,02:54:06:38,Normal
ID,-10.07,25/12/21,02:54:06:38,Normal
Tm,-2.16,25/12/21,02:54:06:38,Normal
SU,-3.21,25/12/21,03:04:08:32,Normal
SD,2.19,25/12/21,03:04:08:32,Normal
IU,-77.99,25/12/21,03:04:08:32,Normal
ID,-10.19,25/12/21,03:04:08:32,Normal
Tm,-2.27,25/12/21,03:04:08:32,Normal
SU,-2.17,25/12/21,03:14:11:13,Normal
SD,2.77,25/12/21,03:14:11:13,Normal
IU,-79.42,25/12/21,03:14:11:13,Normal
ID,-10.81,25/12/21,03:14:11:13,Normal
Tm,-1.98,25/12/21,03:14:11:13,Normal
SU,-2.45,25/12/21,03:24:13:09,Normal
SD,2.07,25/12/21,03:24:13:09,Normal
IU,-81.49,25/12/21,03:24:13:09,Normal
ID,-11.84,25/12/21,03:24:13:09,Normal
Tm,-1.51,25/12/21,03:24:13:09,Normal
SU,-3.64,25/12/21,03:34:15:01,Normal
SD,1.76,25/12/21,03:34:15:01,Normal
IU,-80.96,25/12/21,03:34:15:01,Normal
ID,-12.56,25/12/21,03:34:15:01,Normal
Tm,-1.47,25/12/21,03:34:15:01,Normal
SU,-2.12,25/12/21,03:44:17:83,Normal
SD,2.94,25/12/21,03:44:17:83,Normal
IU,-80.53,25/12/21,03:44:17:83,Normal
ID,-12.44,25/12/21,03:44:17:83,Normal
Tm,-1.64,25/12/21,03:44:17:83,Normal
SU,-3.64,25/12/21,03:54:19:79,Normal
SD,1.74,25/12/21,03:54:19:79,Normal
IU,-78.52,25/12/21,03:54:19:79,Normal
ID,-11.42,25/12/21,03:54:19:79,Normal
Tm,-2.08,25/12/21,03:54:19:79,Normal
SU,-2.51,25/12/21,04:04:21:75,Normal
SD,2.32,25/12/21,04:04:21:75,Normal
