Channel Code,Value,Date,Time,Status
SU,-1.01,25/12/23,00:09:52:92,Normal
SD,2.92,25/12/23,00:09:52:92,Normal
IU,-75.82,25/12/23,00:09:52:92,Normal
ID,-10.47,25/12/23,00:09:52:92,Normal
Tm,-1.45,25/12/23,00:09:52:92,Normal
SU,-1.7,25/12/23,00:19:55:85,Normal
SD,1.85,25/12/23,00:19:55:85,Normal
IU,-75.98,25/12/23,00:19:55:85,Normal
ID,-10.23,25/12/23,00:19:55:85,Normal
Tm,-1.55,25/12/23,00:19:55:85,Normal
SU,-2.88,25/12/23,00:29:57:80,Normal
SD,2.59,25/12/23,00:29:57:80,Normal
IU,-75.92,25/12/23,00:29:57:80,Normal
ID,-10.37,25/12/23,00:29:57:80,Normal
Tm,-1.65,25/12/23,00:29:57:80,Normal
SU,-2.53,25/12/23,00:39:59:76,Normal
SD,2.71,25/12/23,00:39:59:76,Normal
IU,-76.51,25/12/23,00:39:59:76,Normal
ID,-10.57,25/12/23,00:39:59:76,Normal
Tm,-1.64,25/12/23,00:39:59:76,Normal
SU,-3.14,25/12/23,00:50:02:57,Normal
SD,2.16,25/12/23,00:50:02:57,Normal
IU,-75.71,25/12/23,00:50:02:57,Normal
ID,-10.27,25/12/23,00:50:02:57,Normal
Tm,-1.91,25/12/23,00:50:02:57,Normal
SU,-3.41,25/12/23,01:00:04:54,Normal
SD,2.6,25/12/23,01:00:04:54,Normal
IU,-77.35,25/12/23,01:00:04:54,Normal
ID,-10.51,25/12/23,01:00:04:54,Normal
Tm,-1.82,25/12/23,01:00:04:54,Normal
SU,-3.09,25/12/23,01:10:06:45,Normal
SD,1.77,25/12/23,01:10:06:45,Normal
IU,-75.66,25/12/23,01:10:06:45,Normal
ID,-10.09,25/12/23,01:10:06:45,Normal
Tm,-2.06,25/12/23,01:10:06:45,Normal
SU,-1.41,25/12/23,01:20:08:87,Normal
SD,3.06,25/12/23,01:20:08:87,Normal
IU,-76.03,25/12/23,01:20:08:87,Normal
ID,-9.87,25/12/23,01:20:08:87,Normal
Tm,-2.16,25/12/23,01:20:08:87,Normal
SU,-2.49,25/12/23,01:30:10:87,Normal
SD,2.07,25/12/23,01:30:10:87,Normal
IU,-74.76,25/12/23,01:30:10:87,Normal
ID,-9.54,25/12/23,01:30:10:87,Normal
Tm,-2.31,25/12/23,01:30:10:87,Normal
SU,-2.01,25/12/23,01:40:12:86,Normal
SD,2.77,25/12/23,01:40:12:86,Normal
IU,-74.7,25/12/23,01:40:12:86,Normal
ID,-9.89,25/12/23,01:40:12:86,Normal
Tm,-2.38,25/12/23,01:40:12:86,Normal
SU,-1.29,25/12/23,01:50:15:65,Normal
SD,2.69,25/12/23,01:50:15:65,Normal
IU,-74.97,25/12/23,01:50:15:65,Normal
ID,-9.89,25/12/23,01:50:15:65,Normal
Tm,-2.42,25/12/23,01:50:15:65,Normal
SU,-1.96,25/12/23,02:00:17:87,Normal
SD,2.66,25/12/23,02:00:17:87,Normal
IU,-74.76,25/12/23,02:00:17:87,Normal
ID,-10.09,25/12/23,02:00:17:87,Normal
Tm,-2.3,25/12/23,02:00:17:87,Normal
SU,-2.01,25/12/23,02:10:19:57,Normal
SD,2.01,25/12/23,02:10:19:57,Normal
IU,-74.76,25/12/23,02:10:19:57,Normal
ID,-10.15,25/12/23,02:10:19:57,Normal
Tm,-2.38,25/12/23,02:10:19:57,Normal
SU,-1.5,25/12/23,02:20:22:37,Normal
SD,2.06,25/12/23,02:20:22:37,Normal
IU,-74.17,25/12/23,02:20:22:37,Normal
ID,-10.29,25/12/23,02:20:22:37,Normal
Tm,-2.46,25/12/23,02:20:22:37,Normal
SU,-2.03,25/12/23,02:30:24:23,Normal
SD,2.42,25/12/23,02:30:24:23,Normal
IU,-74.65,25/12/23,02:30:24:23,Normal
ID,-10.31,25/12/23,02:30:24:23,Normal
Tm,-2.34,25/12/23,02:30:24:23,Normal
SU,-2.72,25/12/23,02:40:26:19,Normal
SD,2.57,25/12/23,02:40:26:19,Normal
IU,-73.75,25/12/23,02:40:26:19,Normal
ID,-10.35,25/12/23,02:40:26:19,Normal
Tm,-2.35,25/12/23,02:40:26:19,Normal
SU,-2.37,25/12/23,02:50:28:98,Normal
SD,2.19,25/12/23,02:50:28:98,Normal
IU,-74.65,25/12/23,02:50:28:98,Normal
ID,-10.57,25/12/23,02:50:28:98,Normal
