Channel Code,Value,Date,Time,Status
SU,-5.12,25/05/24,00:05:00:70,Normal
SD,2.8,25/05/24,00:05:00:70,Normal
IU,-84.24,25/05/24,00:05:00:70,Normal
ID,-3.06,25/05/24,00:05:00:70,Normal
Tm,25.2,25/05/24,00:05:00:70,Normal
SU,-4.42,25/05/24,00:15:00:44,Normal
SD,3.06,25/05/24,00:15:00:44,Normal
IU,-84.29,25/05/24,00:15:00:44,Normal
ID,-3.62,25/05/24,00:15:00:44,Normal
Tm,25.34,25/05/24,00:15:00:44,Normal
SU,-6.52,25/05/24,00:25:00:97,Normal
SD,1.98,25/05/24,00:25:00:97,Normal
IU,-83.61,25/05/24,00:25:00:97,Normal
ID,-3.48,25/05/24,00:25:00:97,Normal
Tm,25.18,25/05/24,00:25:00:97,Normal
SU,-7.13,25/05/24,00:35:00:63,Normal
SD,1.39,25/05/24,00:35:00:63,Normal
IU,-78.94,25/05/24,00:35:00:63,Normal
ID,-2.25,25/05/24,00:35:00:63,Normal
Tm,24.78,25/05/24,00:35:00:63,Normal
SU,-5.72,25/05/24,00:45:00:33,Normal
SD,2.01,25/05/24,00:45:00:33,Normal
IU,-75.02,25/05/24,00:45:00:33,Normal
ID,-0.72,25/05/24,00:45:00:33,Normal
Tm,24.43,25/05/24,00:45:00:33,Normal
SU,-5.02,25/05/24,00:55:00:85,Normal
SD,2.56,25/05/24,00:55:00:85,Normal
IU,-74.6,25/05/24,00:55:00:85,Normal
ID,-0.26,25/05/24,00:55:00:85,Normal
Tm,24.3,25/05/24,00:55:00:85,Normal
SU,-4.17,25/05/24,01:05:00:53,Normal
SD,3,25/05/24,01:05:00:53,Normal
IU,-75.5,25/05/24,01:05:00:53,Normal
ID,-1.29,25/05/24,01:05:00:53,Normal
Tm,24.41,25/05/24,01:05:00:53,Normal
SU,-3.66,25/05/24,01:15:00:18,Normal
SD,3,25/05/24,01:15:00:18,Normal
IU,-75.98,25/05/24,01:15:00:18,Normal
ID,-1.43,25/05/24,01:15:00:18,Normal
Tm,24.53,25/05/24,01:15:00:18,Normal
SU,-4.17,25/05/24,01:25:00:72,Normal
SD,3.01,25/05/24,01:25:00:72,Normal
IU,-78.41,25/05/24,01:25:00:72,Normal
ID,-2.8,25/05/24,01:25:00:72,Normal
Tm,24.7,25/05/24,01:25:00:72,Normal
SU,-5.55,25/05/24,01:35:00:41,Normal
SD,2.5,25/05/24,01:35:00:41,Normal
IU,-82.81,25/05/24,01:35:00:41,Normal
ID,-4.69,25/05/24,01:35:00:41,Normal
Tm,24.89,25/05/24,01:35:00:41,Normal
SU,-5.99,25/05/24,01:45:00:09,Normal
SD,2.04,25/05/24,01:45:00:09,Normal
IU,-85.94,25/05/24,01:45:00:09,Normal
ID,-5.86,25/05/24,01:45:00:09,Normal
Tm,24.87,25/05/24,01:45:00:09,Normal
SU,-6.73,25/05/24,01:55:00:63,Normal
SD,1.26,25/05/24,01:55:00:63,Normal
IU,-86.52,25/05/24,01:55:00:63,Normal
ID,-5.56,25/05/24,01:55:00:63,Normal
Tm,24.56,25/05/24,01:55:00:63,Normal
SU,-5.63,25/05/24,02:05:00:27,Normal
SD,2.04,25/05/24,02:05:00:27,Normal
IU,-85.94,25/05/24,02:05:00:27,Normal
ID,-5.23,25/05/24,02:05:00:27,Normal
Tm,24.37,25/05/24,02:05:00:27,Normal
SU,-5.44,25/05/24,02:14:59:94,Normal
SD,2.33,25/05/24,02:14:59:94,Normal
IU,-84.51,25/05/24,02:14:59:94,Normal
ID,-5.46,25/05/24,02:14:59:94,Normal
Tm,24.42,25/05/24,02:14:59:94,Normal
SU,-6.45,25/05/24,02:25:00:50,Normal
SD,1.33,25/05/24,02:25:00:50,Normal
IU,-84.82,25/05/24,02:25:00:50,Normal
ID,-5.84,25/05/24,02:25:00:50,Normal
Tm,24.3,25/05/24,02:25:00:50,Normal
SU,-6.18,25/05/24,02:35:00:18,Normal
SD,1.45,25/05/24,02:35:00:18,Normal
IU,-82.86,25/05/24,02:35:00:18,Normal
ID,-4.73,25/05/24,02:35:00:18,Normal
Tm,23.83,25/05/24,02:35:00:18,Normal
SU,-5.62,25/05/24,02:44:59:82,Normal
SD,2.35,25/05/24,02:44:59:82,Normal
IU,-81.27,25/05/24,02:44:59:82,Normal
ID,-3.58,25/05/24,02:44:59:82,Normal
Tm,23.37,25/05/24,02:44:59:82,Normal
SU,-5.51,25/05/24,02:55:00:36,Normal
SD,2.03,25/05/24,02:55:00:36,Normal
IU,-80,25/05/24,02:55:00:36,Normal
ID,-3.14,25/05/24,02:55:00:36,Normal
Tm,23.18,25/05/24,02:55:00:36,Normal
SU,-5.69,25/05/24,03:05:00:04,Normal
SD,2.15,25/05/24,03:05:00:04,Normal
IU,-77.99,25/05/24,03:05:00:04,Normal
ID,-2.03,25/05/24,03:05:00:04,Normal
Tm,22.75,25/05/24,03:05:00:04,Normal
SU,-4.77,25/05/24,03:14:59:72,Normal
SD,3.21,25/05/24,03:14:59:72,Normal
IU,-77.19,25/05/24,03:14:59:72,Normal
ID,-0.99,25/05/24,03:14:59:72,Normal
Tm,22.54,25/05/24,03:14:59:72,Normal
SU,-3.32,25/05/24,03:25:00:26,Normal
SD,3.41,25/05/24,03:25:00:26,Normal
IU,-78.36,25/05/24,03:25:00:26,Normal
ID,-2.42,25/05/24,03:25:00:26,Normal
Tm,22.75,25/05/24,03:25:00:26,Normal
SU,-4.01,25/05/24,03:34:59:90,Normal
SD,3.06,25/05/24,03:34:59:90,Normal
IU,-79.31,25/05/24,03:34:59:90,Normal
ID,-3.5,25/05/24,03:34:59:90,Normal
Tm,23.01,25/05/24,03:34:59:90,Normal
SU,-5.07,25/05/24,03:44:59:58,Normal
