Channel Code,Value,Date,Time,Status
SU,-3.96,25/05/05,00:04:51:17,Normal
SD,0.48,25/05/05,00:04:51:17,Normal
IU,-62.36,25/05/05,00:04:51:17,Normal
ID,-14.48,25/05/05,00:04:51:17,Normal
Tm,23.84,25/05/05,00:04:51:17,Normal
SU,-4.2,25/05/05,00:05:05:69,Normal
SD,0.53,25/05/05,00:05:05:69,Normal
IU,-62.41,25/05/05,00:05:05:69,Normal
ID,-14.54,25/05/05,00:05:05:69,Normal
Tm,23.83,25/05/05,00:05:05:69,Normal
SU,-4.96,25/05/05,00:15:01:02,Normal
SD,0.51,25/05/05,00:15:01:02,Normal
IU,-82.86,25/05/05,00:15:01:02,Normal
ID,-18.64,25/05/05,00:15:01:02,Normal
Tm,23.48,25/05/05,00:15:01:02,Normal
SU,-4.8,25/05/05,00:25:01:57,Normal
SD,0.8,25/05/05,00:25:01:57,Normal
IU,-79.42,25/05/05,00:25:01:57,Normal
ID,-18.22,25/05/05,00:25:01:57,Normal
Tm,23.13,25/05/05,00:25:01:57,Normal
SU,-4.61,25/05/05,00:35:01:23,Normal
SD,0.82,25/05/05,00:35:01:23,Normal
IU,-80.64,25/05/05,00:35:01:23,Normal
ID,-18.32,25/05/05,00:35:01:23,Normal
Tm,22.89,25/05/05,00:35:01:23,Normal
SU,-3.57,25/05/05,00:45:00:92,Normal
SD,1.82,25/05/05,00:45:00:92,Normal
IU,-81.06,25/05/05,00:45:00:92,Normal
ID,-18.06,25/05/05,00:45:00:92,Normal
Tm,22.84,25/05/05,00:45:00:92,Normal
SU,-3.27,25/05/05,00:55:00:65,Normal
SD,1.32,25/05/05,00:55:00:65,Normal
IU,-66.7,25/05/05,00:55:00:65,Normal
ID,-15.44,25/05/05,00:55:00:65,Normal
Tm,22.88,25/05/05,00:55:00:65,Normal
SU,-4.17,25/05/05,01:05:01:19,Normal
SD,1.18,25/05/05,01:05:01:19,Normal
IU,-76.03,25/05/05,01:05:01:19,Normal
ID,-16.81,25/05/05,01:05:01:19,Normal
Tm,22.64,25/05/05,01:05:01:19,Normal
SU,-4.2,25/05/05,01:15:00:85,Normal
SD,1.41,25/05/05,01:15:00:85,Normal
IU,-75.82,25/05/05,01:15:00:85,Normal
ID,-16.31,25/05/05,01:15:00:85,Normal
Tm,22.34,25/05/05,01:15:00:85,Normal
SU,-4.7,25/05/05,01:25:01:40,Normal
SD,0.89,25/05/05,01:25:01:40,Normal
IU,-72.74,25/05/05,01:25:01:40,Normal
ID,-16.23,25/05/05,01:25:01:40,Normal
Tm,22.04,25/05/05,01:25:01:40,Normal
SU,-4.13,25/05/05,01:35:01:10,Normal
SD,1.2,25/05/05,01:35:01:10,Normal
IU,-77.19,25/05/05,01:35:01:10,Normal
ID,-15.93,25/05/05,01:35:01:10,Normal
Tm,21.51,25/05/05,01:35:01:10,Normal
SU,-3.85,25/05/05,01:45:00:79,Normal
SD,1.63,25/05/05,01:45:00:79,Normal
IU,-80.69,25/05/05,01:45:00:79,Normal
ID,-16.65,25/05/05,01:45:00:79,Normal
Tm,21.37,25/05/05,01:45:00:79,Normal
SU,-4.08,25/05/05,01:55:01:35,Normal
SD,1.82,25/05/05,01:55:01:35,Normal
IU,-83.71,25/05/05,01:55:01:35,Normal
ID,-18.3,25/05/05,01:55:01:35,Normal
Tm,21.67,25/05/05,01:55:01:35,Normal
SU,-4.29,25/05/05,02:05:01:01,Normal
SD,1.39,25/05/05,02:05:01:01,Normal
