Channel Code,Value,Date,Time,Status
SU,-3.46,25/05/10,00:06:17:27,Normal
SD,2.65,25/05/10,00:06:17:27,Normal
IU,-74.02,25/05/10,00:06:17:27,Normal
ID,-10.23,25/05/10,00:06:17:27,Normal
Tm,19.27,25/05/10,00:06:17:27,Normal
SU,-1.24,25/05/10,00:16:17:04,Normal
SD,4.09,25/05/10,00:16:17:04,Normal
IU,-64.16,25/05/10,00:16:17:04,Normal
ID,-9.58,25/05/10,00:16:17:04,Normal
Tm,20.14,25/05/10,00:16:17:04,Normal
SU,-2.6,25/05/10,00:26:17:63,Normal
SD,2.27,25/05/10,00:26:17:63,Normal
IU,-57.49,25/05/10,00:26:17:63,Normal
ID,-8.09,25/05/10,00:26:17:63,Normal
Tm,20.27,25/05/10,00:26:17:63,Normal
SU,-4.17,25/05/10,00:36:17:29,Normal
SD,1.6,25/05/10,00:36:17:29,Normal
IU,-63.37,25/05/10,00:36:17:29,Normal
ID,-9.6,25/05/10,00:36:17:29,Normal
Tm,20.15,25/05/10,00:36:17:29,Normal
SU,-3.48,25/05/10,00:46:17:01,Normal
SD,2.21,25/05/10,00:46:17:01,Normal
IU,-72.53,25/05/10,00:46:17:01,Normal
ID,-12.4,25/05/10,00:46:17:01,Normal
Tm,20.16,25/05/10,00:46:17:01,Normal
SU,-4.93,25/05/10,00:56:17:60,Normal
SD,1.48,25/05/10,00:56:17:60,Normal
IU,-81.8,25/05/10,00:56:17:60,Normal
ID,-15.14,25/05/10,00:56:17:60,Normal
Tm,20.1,25/05/10,00:56:17:60,Normal
SU,-6.45,25/05/10,01:06:17:32,Normal
SD,1.04,25/05/10,01:06:17:32,Normal
IU,-93.09,25/05/10,01:06:17:32,Normal
ID,-18.5,25/05/10,01:06:17:32,Normal
Tm,19.72,25/05/10,01:06:17:32,Normal
SU,-5.3,25/05/10,01:16:17:01,Normal
SD,1.86,25/05/10,01:16:17:01,Normal
IU,-94.04,25/05/10,01:16:17:01,Normal
ID,-18.08,25/05/10,01:16:17:01,Normal
Tm,19.33,25/05/10,01:16:17:01,Normal
SU,-5.6,25/05/10,01:26:17:61,Normal
SD,1.79,25/05/10,01:26:17:61,Normal
IU,-94.25,25/05/10,01:26:17:61,Normal
ID,-18.26,25/05/10,01:26:17:61,Normal
Tm,19.09,25/05/10,01:26:17:61,Normal
SU,-4.11,25/05/10,01:36:17:37,Normal
SD,2.53,25/05/10,01:36:17:37,Normal
IU,-93.57,25/05/10,01:36:17:37,Normal
ID,-17.8,25/05/10,01:36:17:37,Normal
Tm,18.85,25/05/10,01:36:17:37,Normal
