Channel Code,Value,Date,Time,Status
SU,-6.3,25/05/17,00:06:40:34,Normal
SD,2.44,25/05/17,00:06:40:34,Normal
IU,-97.65,25/05/17,00:06:40:34,Normal
ID,-13.27,25/05/17,00:06:40:34,Normal
Tm,15.68,25/05/17,00:06:40:34,Normal
SU,-5.35,25/05/17,00:16:40:82,Normal
SD,4.45,25/05/17,00:16:40:82,Normal
IU,-98.18,25/05/17,00:16:40:82,Normal
ID,-12.62,25/05/17,00:16:40:82,Normal
Tm,15.48,25/05/17,00:16:40:82,Normal
SU,-6.48,25/05/17,00:26:42:18,Normal
SD,2.63,25/05/17,00:26:42:18,Normal
IU,-99.66,25/05/17,00:26:42:18,Normal
ID,-13.59,25/05/17,00:26:42:18,Normal
Tm,15.22,25/05/17,00:26:42:18,Normal
SU,-4.4,25/05/17,00:36:42:73,Normal
SD,4.81,25/05/17,00:36:42:73,Normal
IU,-104.48,25/05/17,00:36:42:73,Normal
ID,-16.03,25/05/17,00:36:42:73,Normal
Tm,15.6,25/05/17,00:36:42:73,Normal
SU,-6.02,25/05/17,00:46:43:35,Normal
SD,3.63,25/05/17,00:46:43:35,Normal
IU,-107.02,25/05/17,00:46:43:35,Normal
ID,-18.36,25/05/17,00:46:43:35,Normal
Tm,15.88,25/05/17,00:46:43:35,Normal
SU,-5.78,25/05/17,00:56:44:78,Normal
SD,4.33,25/05/17,00:56:44:78,Normal
IU,-113.06,25/05/17,00:56:44:78,Normal
ID,-21.99,25/05/17,00:56:44:78,Normal
Tm,16.48,25/05/17,00:56:44:78,Normal
SU,-7.24,25/05/17,01:06:45:32,Normal
SD,2.29,25/05/17,01:06:45:32,Normal
IU,-114.49,25/05/17,01:06:45:32,Normal
ID,-22.83,25/05/17,01:06:45:32,Normal
Tm,16.5,25/05/17,01:06:45:32,Normal
SU,-7.59,25/05/17,01:16:45:79,Normal
SD,2.19,25/05/17,01:16:45:79,Normal
IU,-111.42,25/05/17,01:16:45:79,Normal
ID,-21.5,25/05/17,01:16:45:79,Normal
Tm,15.95,25/05/17,01:16:45:79,Normal
SU,-7.45,25/05/17,01:26:47:22,Normal
SD,1.8,25/05/17,01:26:47:22,Normal
IU,-107.45,25/05/17,01:26:47:22,Normal
