Channel Code,Value,Date,Time,Status
SU,-5.26,25/05/06,00:06:08:43,Normal
SD,0.71,25/05/06,00:06:08:43,Normal
IU,-82.7,25/05/06,00:06:08:43,Normal
ID,-18.84,25/05/06,00:06:08:43,Normal
Tm,21.76,25/05/06,00:06:08:43,Normal
SU,-5.37,25/05/06,00:06:23:07,Normal
SD,0.8,25/05/06,00:06:23:07,Normal
IU,-82.49,25/05/06,00:06:23:07,Normal
ID,-18.87,25/05/06,00:06:23:07,Normal
Tm,21.76,25/05/06,00:06:23:07,Normal
SU,-1.38,25/05/06,00:16:18:40,Normal
SD,2.41,25/05/06,00:16:18:40,Normal
IU,-64.11,25/05/06,00:16:18:40,Normal
ID,-14.25,25/05/06,00:16:18:40,Normal
Tm,21.75,25/05/06,00:16:18:40,Normal
SU,-3.71,25/05/06,00:26:18:95,Normal
SD,1.74,25/05/06,00:26:18:95,Normal
IU,-79.26,25/05/06,00:26:18:95,Normal
ID,-18.24,25/05/06,00:26:18:95,Normal
Tm,21.96,25/05/06,00:26:18:95,Normal
SU,-5.6,25/05/06,00:36:18:61,Normal
SD,0.39,25/05/06,00:36:18:61,Normal
IU,-75.55,25/05/06,00:36:18:61,Normal
ID,-18.02,25/05/06,00:36:18:61,Normal
Tm,21.59,25/05/06,00:36:18:61,Normal
SU,-4.4,25/05/06,00:46:18:30,Normal
SD,1.41,25/05/06,00:46:18:30,Normal
IU,-82.39,25/05/06,00:46:18:30,Normal
ID,-18.28,25/05/06,00:46:18:30,Normal
Tm,21.26,25/05/06,00:46:18:30,Normal
SU,-5.49,25/05/06,00:56:18:86,Normal
SD,0.65,25/05/06,00:56:18:86,Normal
IU,-81.75,25/05/06,00:56:18:86,Normal
ID,-18.64,25/05/06,00:56:18:86,Normal
Tm,20.95,25/05/06,00:56:18:86,Normal
SU,-3.3,25/05/06,01:06:18:56,Normal
SD,2.1,25/05/06,01:06:18:56,Normal
IU,-80.74,25/05/06,01:06:18:56,Normal
ID,-18.06,25/05/06,01:06:18:56,Normal
Tm,21.04,25/05/06,01:06:18:56,Normal
SU,-1.52,25/05/06,01:16:18:23,Normal
SD,3.06,25/05/06,01:16:18:23,Normal
IU,-57.54,25/05/06,01:16:18:23,Normal
ID,-11.9,25/05/06,01:16:18:23,Normal
Tm,21.23,25/05/06,01:16:18:23,Normal
SU,-1.87,25/05/06,01:26:18:79,Normal
SD,2,25/05/06,01:26:18:79,Normal
IU,-57.01,25/05/06,01:26:18:79,Normal
ID,-13.31,25/05/06,01:26:18:79,Normal
Tm,21.74,25/05/06,01:26:18:79,Normal
SU,-5.62,25/05/06,01:36:18:48,Normal
SD,0.08,25/05/06,01:36:18:48,Normal
IU,-78.25,25/05/06,01:36:18:48,Normal
ID,-19.53,25/05/06,01:36:18:48,Normal
Tm,21.73,25/05/06,01:36:18:48,Normal
SU,-5.56,25/05/06,01:46:18:18,Normal
SD,0.45,25/05/06,01:46:18:18,Normal
IU,-77.99,25/05/06,01:46:18:18,Normal
ID,-17.8,25/05/06,01:46:18:18,Normal
Tm,20.95,25/05/06,01:46:18:18,Normal
