Channel Code,Value,Date,Time,Status
SU,-4.73,25/05/13,00:07:35:65,Normal
SD,2.45,25/05/13,00:07:35:65,Normal
IU,-73.8,25/05/13,00:07:35:65,Normal
ID,-2.98,25/05/13,00:07:35:65,Normal
Tm,24.97,25/05/13,00:07:35:65,Normal
SU,-4.84,25/05/13,00:17:35:40,Normal
SD,2.04,25/05/13,00:17:35:40,Normal
IU,-68.77,25/05/13,00:17:35:40,Normal
ID,-2.48,25/05/13,00:17:35:40,Normal
Tm,24.75,25/05/13,00:17:35:40,Normal
SU,-5.05,25/05/13,00:27:35:94,Normal
SD,2.01,25/05/13,00:27:35:94,Normal
IU,-72.37,25/05/13,00:27:35:94,Normal
ID,-2.54,25/05/13,00:27:35:94,Normal
Tm,24.51,25/05/13,00:27:35:94,Normal
SU,-4.56,25/05/13,00:37:35:59,Normal
SD,1.95,25/05/13,00:37:35:59,Normal
IU,-66.07,25/05/13,00:37:35:59,Normal
ID,-1.39,25/05/13,00:37:35:59,Normal
Tm,24.18,25/05/13,00:37:35:59,Normal
SU,-4.4,25/05/13,00:47:35:28,Normal
SD,1.86,25/05/13,00:47:35:28,Normal
IU,-65.86,25/05/13,00:47:35:28,Normal
ID,-1.89,25/05/13,00:47:35:28,Normal
Tm,24.07,25/05/13,00:47:35:28,Normal
SU,-4.64,25/05/13,00:47:50:47,Normal
SD,1.82,25/05/13,00:47:50:47,Normal
IU,-65.96,25/05/13,00:47:50:47,Normal
ID,-1.73,25/05/13,00:47:50:47,Normal
Tm,24.06,25/05/13,00:47:50:47,Normal
SU,-3.13,25/05/13,00:57:45:78,Normal
SD,3.16,25/05/13,00:57:45:78,Normal
IU,-65.91,25/05/13,00:57:45:78,Normal
ID,-1.23,25/05/13,00:57:45:78,Normal
Tm,24.07,25/05/13,00:57:45:78,Normal
SU,-2.76,25/05/13,01:07:46:32,Normal
SD,2.68,25/05/13,01:07:46:32,Normal
IU,-62.25,25/05/13,01:07:46:32,Normal
ID,-1.43,25/05/13,01:07:46:32,Normal
Tm,24.16,25/05/13,01:07:46:32,Normal
