Channel Code,Value,Date,Time,Status
SU,-7.58,25/05/11,00:03:22:13,Normal
SD,0.17,25/05/11,00:03:22:13,Normal
IU,-94.68,25/05/11,00:03:22:13,Normal
ID,-17.86,25/05/11,00:03:22:13,Normal
Tm,23.31,25/05/11,00:03:22:13,Normal
SU,-6.08,25/05/11,00:13:21:87,Normal
SD,1.39,25/05/11,00:13:21:87,Normal
IU,-84.4,25/05/11,00:13:21:87,Normal
ID,-13.53,25/05/11,00:13:21:87,Normal
Tm,22.68,25/05/11,00:13:21:87,Normal
SU,-3.3,25/05/11,00:23:22:43,Normal
SD,2.24,25/05/11,00:23:22:43,Normal
IU,-75.08,25/05/11,00:23:22:43,Normal
ID,-13.07,25/05/11,00:23:22:43,Normal
Tm,22.52,25/05/11,00:23:22:43,Normal
SU,-6.13,25/05/11,00:33:22:08,Normal
SD,1.42,25/05/11,00:33:22:08,Normal
IU,-90.7,25/05/11,00:33:22:08,Normal
ID,-16.15,25/05/11,00:33:22:08,Normal
Tm,22.15,25/05/11,00:33:22:08,Normal
SU,-6.94,25/05/11,00:43:21:77,Normal
SD,0.85,25/05/11,00:43:21:77,Normal
IU,-92.72,25/05/11,00:43:21:77,Normal
ID,-15.8,25/05/11,00:43:21:77,Normal
Tm,21.26,25/05/11,00:43:21:77,Normal
SU,-4.56,25/05/11,00:53:22:33,Normal
SD,3.36,25/05/11,00:53:22:33,Normal
IU,-92.45,25/05/11,00:53:22:33,Normal
ID,-14.86,25/05/11,00:53:22:33,Normal
Tm,21,25/05/11,00:53:22:33,Normal
SU,-5.02,25/05/11,01:03:22:03,Normal
SD,2.21,25/05/11,01:03:22:03,Normal
IU,-94.52,25/05/11,01:03:22:03,Normal
ID,-16.71,25/05/11,01:03:22:03,Normal
Tm,21.17,25/05/11,01:03:22:03,Normal
SU,-4.34,25/05/11,01:13:21:69,Normal
SD,2.26,25/05/11,01:13:21:69,Normal
IU,-94.1,25/05/11,01:13:21:69,Normal
ID,-17.56,25/05/11,01:13:21:69,Normal
Tm,21.33,25/05/11,01:13:21:69,Normal
SU,-4.91,25/05/11,01:23:22:25,Normal
SD,2.07,25/05/11,01:23:22:25,Normal
IU,-95.42,25/05/11,01:23:22:25,Normal
ID,-18.5,25/05/11,01:23:22:25,Normal
Tm,21.37,25/05/11,01:23:22:25,Normal
SU,-5.1,25/05/11,01:33:21:95,Normal
SD,2,25/05/11,01:33:21:95,Normal
IU,-95.47,25/05/11,01:33:21:95,Normal
ID,-18.62,25/05/11,01:33:21:95,Normal
Tm,21.36,25/05/11,01:33:21:95,Normal
SU,-5.02,25/05/11,01:43:21:65,Normal
SD,1.92,25/05/11,01:43:21:65,Normal
IU,-95,25/05/11,01:43:21:65,Normal
ID,-18.89,25/05/11,01:43:21:65,Normal
Tm,21.3,25/05/11,01:43:21:65,Normal
SU,-5.05,25/05/11,01:53:22:21,Normal
SD,2.06,25/05/11,01:53:22:21,Normal
IU,-95.1,25/05/11,01:53:22:21,Normal
ID,-19.09,25/05/11,01:53:22:21,Normal
Tm,21.22,25/05/11,01:53:22:21,Normal
SU,-5.07,25/05/11,02:03:21:87,Normal
SD,2,25/05/11,02:03:21:87,Normal
IU,-95.42,25/05/11,02:03:21:87,Normal
ID,-19.33,25/05/11,02:03:21:87,Normal
Tm,21.21,25/05/11,02:03:21:87,Normal
SU,-4.57,25/05/11,02:13:21:58,Normal
SD,2.23,25/05/11,02:13:21:58,Normal
IU,-94.89,25/05/11,02:13:21:58,Normal
ID,-19.53,25/05/11,02:13:21:58,Normal
Tm,21.2,25/05/11,02:13:21:58,Normal
SU,-4.47,25/05/11,02:23:22:13,Normal
SD,2.24,25/05/11,02:23:22:13,Normal
IU,-96.06,25/05/11,02:23:22:13,Normal
ID,-20.31,25/05/11,02:23:22:13,Normal
Tm,21.26,25/05/11,02:23:22:13,Normal
SU,-5.05,25/05/11,02:33:21:83,Normal
SD,1.79,25/05/11,02:33:21:83,Normal
IU,-96.11,25/05/11,02:33:21:83,Normal
ID,-20.29,25/05/11,02:33:21:83,Normal
Tm,21.23,25/05/11,02:33:21:83,Normal
