Channel Code,Value,Date,Time,Status
SU,-8.79,25/05/21,00:03:24:86,Normal
SD,2.1,25/05/21,00:03:24:86,Normal
IU,-116.45,25/05/21,00:03:24:86,Normal
ID,-14.68,25/05/21,00:03:24:86,Normal
Tm,26.79,25/05/21,00:03:24:86,Normal
SU,-6.92,25/05/21,00:13:24:61,Normal
SD,3.56,25/05/21,00:13:24:61,Normal
IU,-115.34,25/05/21,00:13:24:61,Normal
ID,-13.77,25/05/21,00:13:24:61,Normal
Tm,26.47,25/05/21,00:13:24:61,Normal
SU,-6.13,25/05/21,00:23:24:26,Normal
SD,4.01,25/05/21,00:23:24:26,Normal
IU,-114.28,25/05/21,00:23:24:26,Normal
ID,-13.41,25/05/21,00:23:24:26,Normal
Tm,26.25,25/05/21,00:23:24:26,Normal
SU,-5.4,25/05/21,00:33:24:82,Normal
SD,4.54,25/05/21,00:33:24:82,Normal
IU,-113.43,25/05/21,00:33:24:82,Normal
ID,-13.37,25/05/21,00:33:24:82,Normal
Tm,26.07,25/05/21,00:33:24:82,Normal
SU,-6.15,25/05/21,00:43:24:51,Normal
SD,3.71,25/05/21,00:43:24:51,Normal
IU,-114.97,25/05/21,00:43:24:51,Normal
ID,-15.18,25/05/21,00:43:24:51,Normal
Tm,26.32,25/05/21,00:43:24:51,Normal
SU,-7.61,25/05/21,00:53:24:20,Normal
SD,2.74,25/05/21,00:53:24:20,Normal
IU,-115.24,25/05/21,00:53:24:20,Normal
ID,-16.15,25/05/21,00:53:24:20,Normal
Tm,26.34,25/05/21,00:53:24:20,Normal
SU,-8.14,25/05/21,01:03:24:75,Normal
SD,2.51,25/05/21,01:03:24:75,Normal
IU,-113.54,25/05/21,01:03:24:75,Normal
ID,-15.24,25/05/21,01:03:24:75,Normal
Tm,25.84,25/05/21,01:03:24:75,Normal
SU,-9.32,25/05/21,01:13:24:41,Normal
SD,1.54,25/05/21,01:13:24:41,Normal
IU,-110.63,25/05/21,01:13:24:41,Normal
ID,-14.11,25/05/21,01:13:24:41,Normal
Tm,25.13,25/05/21,01:13:24:41,Normal
SU,-6.18,25/05/21,01:23:24:11,Normal
SD,3.66,25/05/21,01:23:24:11,Normal
IU,-107.82,25/05/21,01:23:24:11,Normal
ID,-12.1,25/05/21,01:23:24:11,Normal
Tm,24.58,25/05/21,01:23:24:11,Normal
SU,-9.24,25/05/21,01:33:24:66,Normal
SD,1.39,25/05/21,01:33:24:66,Normal
IU,-108.56,25/05/21,01:33:24:66,Normal
ID,-12.97,25/05/21,01:33:24:66,Normal
Tm,24.61,25/05/21,01:33:24:66,Normal
SU,-9.41,25/05/21,01:43:24:36,Normal
SD,1.15,25/05/21,01:43:24:36,Normal
IU,-108.14,25/05/21,01:43:24:36,Normal
ID,-13.69,25/05/21,01:43:24:36,Normal
Tm,24.6,25/05/21,01:43:24:36,Normal
SU,-5.7,25/05/21,01:53:24:01,Normal
SD,3.62,25/05/21,01:53:24:01,Normal
IU,-104.43,25/05/21,01:53:24:01,Normal
ID,-11.32,25/05/21,01:53:24:01,Normal
Tm,24.04,25/05/21,01:53:24:01,Normal
SU,-3.23,25/05/21,02:03:24:56,Normal
SD,5.72,25/05/21,02:03:24:56,Normal
IU,-108.4,25/05/21,02:03:24:56,Normal
ID,-13.57,25/05/21,02:03:24:56,Normal
Tm,24.61,25/05/21,02:03:24:56,Normal
SU,-8.85,25/05/21,02:13:24:25,Normal
SD,1.29,25/05/21,02:13:24:25,Normal
IU,-107.5,25/05/21,02:13:24:25,Normal
ID,-14.44,25/05/21,02:13:24:25,Normal
Tm,24.35,25/05/21,02:13:24:25,Normal
SU,-5.62,25/05/21,02:23:23:96,Normal
SD,3.6,25/05/21,02:23:23:96,Normal
IU,-108.51,25/05/21,02:23:23:96,Normal
ID,-14.68,25/05/21,02:23:23:96,Normal
Tm,24.55,25/05/21,02:23:23:96,Normal
SU,-3.92,25/05/21,02:33:24:50,Normal
SD,4.68,25/05/21,02:33:24:50,Normal
IU,-110.52,25/05/21,02:33:24:50,Normal
ID,-15.66,25/05/21,02:33:24:50,Normal
Tm,24.93,25/05/21,02:33:24:50,Normal
SU,-5.44,25/05/21,02:43:24:16,Normal
SD,3.3,25/05/21,02:43:24:16,Normal
IU,-113.54,25/05/21,02:43:24:16,Normal
ID,-17.94,25/05/21,02:43:24:16,Normal
Tm,25.49,25/05/21,02:43:24:16,Normal
SU,-8.04,25/05/21,02:53:23:86,Normal
SD,1.79,25/05/21,02:53:23:86,Normal
IU,-113.43,25/05/21,02:53:23:86,Normal
ID,-18.24,25/05/21,02:53:23:86,Normal
Tm,25.3,25/05/21,02:53:23:86,Normal
SU,-7.22,25/05/21,03:03:24:41,Normal
SD,2.15,25/05/21,03:03:24:41,Normal
IU,-111.63,25/05/21,03:03:24:41,Normal
ID,-16.89,25/05/21,03:03:24:41,Normal
Tm,24.8,25/05/21,03:03:24:41,Normal
SU,-10.17,25/05/21,03:13:24:11,Normal
SD,0.35,25/05/21,03:13:24:11,Normal
IU,-107.24,25/05/21,03:13:24:11,Normal
ID,-14.42,25/05/21,03:13:24:11,Normal
Tm,23.69,25/05/21,03:13:24:11,Normal
SU,-4.73,25/05/21,03:23:23:77,Normal
SD,3.75,25/05/21,03:23:23:77,Normal
IU,-102.1,25/05/21,03:23:23:77,Normal
ID,-11.4,25/05/21,03:23:23:77,Normal
Tm,23.19,25/05/21,03:23:23:77,Normal
SU,-8.27,25/05/21,03:33:24:32,Normal
SD,1.06,25/05/21,03:33:24:32,Normal
IU,-104.64,25/05/21,03:33:24:32,Normal
ID,-12.78,25/05/21,03:33:24:32,Normal
Tm,23.1,25/05/21,03:33:24:32,Normal
SU,-2.81,25/05/21,03:43:24:01,Normal
SD,1.53,25/05/21,03:43:24:01,Normal
IU,-101.67,25/05/21,03:43:24:01,Normal
ID,-10.77,25/05/21,03:43:24:01,Normal
Tm,22.33,25/05/21,03:43:24:01,Normal
SU,-7.15,25/05/21,03:53:23:71,Normal
SD,2.01,25/05/21,03:53:23:71,Normal
IU,-98.23,25/05/21,03:53:23:71,Normal
ID,-9,25/05/21,03:53:23:71,Normal
Tm,21.7,25/05/21,03:53:23:71,Normal
SU,-4.96,25/05/21,04:03:24:25,Normal
SD,3.62,25/05/21,04:03:24:25,Normal
IU,-98.23,25/05/21,04:03:24:25,Normal
ID,-9.1,25/05/21,04:03:24:25,Normal
Tm,21.67,25/05/21,04:03:24:25,Normal
SU,-5.92,25/05/21,04:13:23:91,Normal
SD,2.92,25/05/21,04:13:23:91,Normal
IU,-98.02,25/05/21,04:13:23:91,Normal
ID,-9.04,25/05/21,04:13:23:91,Normal
Tm,21.49,25/05/21,04:13:23:91,Normal
SU,-5.85,25/05/21,04:23:23:59,Normal
SD,2.71,25/05/21,04:23:23:59,Normal
IU,-94.68,25/05/21,04:23:23:59,Normal
ID,-7.81,25/05/21,04:23:23:59,Normal
Tm,21.12,25/05/21,04:23:23:59,Normal
SU,-4.15,25/05/21,04:33:24:15,Normal
SD,3.54,25/05/21,04:33:24:15,Normal
IU,-95.63,25/05/21,04:33:24:15,Normal
ID,-8.6,25/05/21,04:33:24:15,Normal
Tm,21.2,25/05/21,04:33:24:15,Normal
SU,-4.03,25/05/21,04:33:38:69,Normal
SD,3.51,25/05/21,04:33:38:69,Normal
IU,-96.32,25/05/21,04:33:38:69,Normal
ID,-8.6,25/05/21,04:33:38:69,Normal
Tm,21.21,25/05/21,04:33:38:69,Normal
SU,-3.07,25/05/21,04:43:34:02,Normal
SD,3.68,25/05/21,04:43:34:02,Normal
IU,-94.89,25/05/21,04:43:34:02,Normal
ID,-8.94,25/05/21,04:43:34:02,Normal
Tm,21.33,25/05/21,04:43:34:02,Normal
SU,-4.93,25/05/21,04:53:34:57,Normal
SD,1.35,25/05/21,04:53:34:57,Normal
IU,-96.32,25/05/21,04:53:34:57,Normal
ID,-8.94,25/05/21,04:53:34:57,Normal
Tm,20.89,25/05/21,04:53:34:57,Normal
SU,6.57,25/05/21,05:03:34:21,Normal
SD,6.22,25/05/21,05:03:34:21,Normal
IU,-94.41,25/05/21,05:03:34:21,Normal
ID,-7.45,25/05/21,05:03:34:21,Normal
Tm,20.87,25/05/21,05:03:34:21,Normal
SU,15.81,25/05/21,05:13:33:88,Normal
SD,7.86,25/05/21,05:13:33:88,Normal
IU,-98.76,25/05/21,05:13:33:88,Normal
ID,-9.97,25/05/21,05:13:33:88,Normal
Tm,21.86,25/05/21,05:13:33:88,Normal
SU,23.14,25/05/21,05:23:34:44,Normal
SD,7.28,25/05/21,05:23:34:44,Normal
IU,-101.2,25/05/21,05:23:34:44,Normal
ID,-10.93,25/05/21,05:23:34:44,Normal
Tm,22.13,25/05/21,05:23:34:44,Normal
SU,36.13,25/05/21,05:33:34:13,Normal
SD,9.87,25/05/21,05:33:34:13,Normal
IU,-100.67,25/05/21,05:33:34:13,Normal
ID,-9.14,25/05/21,05:33:34:13,Normal
Tm,21.99,25/05/21,05:33:34:13,Normal
SU,85.14,25/05/21,05:43:33:79,Normal
SD,16.65,25/05/21,05:43:33:79,Normal
IU,-100.4,25/05/21,05:43:33:79,Normal
ID,-8.03,25/05/21,05:43:33:79,Normal
Tm,22.27,25/05/21,05:43:33:79,Normal
SU,113.22,25/05/21,05:53:34:34,Normal
SD,22.18,25/05/21,05:53:34:34,Normal
IU,-103.95,25/05/21,05:53:34:34,Normal
ID,-7.21,25/05/21,05:53:34:34,Normal
Tm,22.98,25/05/21,05:53:34:34,Normal
SU,144.45,25/05/21,06:03:34:04,Normal
SD,29.7,25/05/21,06:03:34:04,Normal
IU,-107.98,25/05/21,06:03:34:04,Normal
ID,-5.4,25/05/21,06:03:34:04,Normal
Tm,23.72,25/05/21,06:03:34:04,Normal
SU,184.38,25/05/21,06:13:33:73,Normal
SD,39.71,25/05/21,06:13:33:73,Normal
IU,-111.1,25/05/21,06:13:33:73,Normal
ID,-3.14,25/05/21,06:13:33:73,Normal
Tm,24.63,25/05/21,06:13:33:73,Normal
SU,215.87,25/05/21,06:23:34:28,Normal
SD,46.99,25/05/21,06:23:34:28,Normal
IU,-115.66,25/05/21,06:23:34:28,Normal
ID,-3.02,25/05/21,06:23:34:28,Normal
