Channel Code,Value,Date,Time,Status
SU,-3.99,25/05/04,00:00:18:54,Normal
SD,1.85,25/05/04,00:00:18:54,Normal
IU,-65.22,25/05/04,00:00:18:54,Normal
ID,-3.16,25/05/04,00:00:18:54,Normal
Tm,23.92,25/05/04,00:00:18:54,Normal
SU,-4.56,25/05/04,00:10:18:27,Normal
SD,1.82,25/05/04,00:10:18:27,Normal
IU,-83.92,25/05/04,00:10:18:27,Normal
ID,-6.02,25/05/04,00:10:18:27,Normal
Tm,23.86,25/05/04,00:10:18:27,Normal
SU,-4.79,25/05/04,00:10:33:42,Normal
SD,1.79,25/05/04,00:10:33:42,Normal
IU,-84.51,25/05/04,00:10:33:42,Normal
ID,-6.08,25/05/04,00:10:33:42,Normal
Tm,23.85,25/05/04,00:10:33:42,Normal
SU,-4.91,25/05/04,00:20:28:73,Normal
SD,2.09,25/05/04,00:20:28:73,Normal
IU,-86.78,25/05/04,00:20:28:73,Normal
ID,-6.95,25/05/04,00:20:28:73,Normal
Tm,23.55,25/05/04,00:20:28:73,Normal
SU,-5.47,25/05/04,00:30:29:26,Normal
SD,1.68,25/05/04,00:30:29:26,Normal
IU,-82.97,25/05/04,00:30:29:26,Normal
ID,-6,25/05/04,00:30:29:26,Normal
Tm,23.16,25/05/04,00:30:29:26,Normal
SU,-2.65,25/05/04,00:40:28:91,Normal
SD,3.12,25/05/04,00:40:28:91,Normal
IU,-72.59,25/05/04,00:40:28:91,Normal
ID,-3.64,25/05/04,00:40:28:91,Normal
Tm,23.05,25/05/04,00:40:28:91,Normal
SU,-3.14,25/05/04,00:50:28:58,Normal
SD,1.95,25/05/04,00:50:28:58,Normal
IU,-57.91,25/05/04,00:50:28:58,Normal
ID,-1.97,25/05/04,00:50:28:58,Normal
Tm,23.4,25/05/04,00:50:28:58,Normal
SU,-1.98,25/05/04,01:00:29:12,Normal
SD,2.47,25/05/04,01:00:29:12,Normal
IU,-47.42,25/05/04,01:00:29:12,Normal
ID,-1.29,25/05/04,01:00:29:12,Normal
Tm,24.02,25/05/04,01:00:29:12,Normal
SU,-2,25/05/04,01:10:28:79,Normal
SD,1.83,25/05/04,01:10:28:79,Normal
IU,-47.84,25/05/04,01:10:28:79,Normal
ID,-2.25,25/05/04,01:10:28:79,Normal
Tm,24.52,25/05/04,01:10:28:79,Normal
SU,-3.07,25/05/04,01:20:28:45,Normal
SD,1.23,25/05/04,01:20:28:45,Normal
IU,-51.07,25/05/04,01:20:28:45,Normal
ID,-3.5,25/05/04,01:20:28:45,Normal
Tm,24.74,25/05/04,01:20:28:45,Normal
SU,-5.12,25/05/04,01:30:29:00,Normal
SD,-0.85,25/05/04,01:30:29:00,Normal
IU,-49.43,25/05/04,01:30:29:00,Normal
ID,-2.56,25/05/04,01:30:29:00,Normal
Tm,24.21,25/05/04,01:30:29:00,Normal
SU,-3.8,25/05/04,01:40:28:68,Normal
SD,0.41,25/05/04,01:40:28:68,Normal
IU,-44.56,25/05/04,01:40:28:68,Normal
ID,-0.62,25/05/04,01:40:28:68,Normal
Tm,23.83,25/05/04,01:40:28:68,Normal
SU,-3.83,25/05/04,01:50:28:38,Normal
SD,1.85,25/05/04,01:50:28:38,Normal
IU,-52.93,25/05/04,01:50:28:38,Normal
ID,-14.25,25/05/04,01:50:28:38,Normal
Tm,23.23,25/05/04,01:50:28:38,Normal
SU,-3.6,25/05/04,02:00:28:93,Normal
SD,0.48,25/05/04,02:00:28:93,Normal
IU,-44.93,25/05/04,02:00:28:93,Normal
ID,-2.6,25/05/04,02:00:28:93,Normal
Tm,22.74,25/05/04,02:00:28:93,Normal
SU,-3.32,25/05/04,02:10:28:58,Normal
SD,1.17,25/05/04,02:10:28:58,Normal
IU,-60.51,25/05/04,02:10:28:58,Normal
ID,-2.68,25/05/04,02:10:28:58,Normal
Tm,22.51,25/05/04,02:10:28:58,Normal
SU,-4.36,25/05/04,02:20:28:25,Normal
SD,1.45,25/05/04,02:20:28:25,Normal
IU,-70.1,25/05/04,02:20:28:25,Normal
ID,-4.97,25/05/04,02:20:28:25,Normal
Tm,22.25,25/05/04,02:20:28:25,Normal
SU,-2.72,25/05/04,02:30:28:79,Normal
SD,2.24,25/05/04,02:30:28:79,Normal
IU,-69.99,25/05/04,02:30:28:79,Normal
ID,-5.11,25/05/04,02:30:28:79,Normal
Tm,22.41,25/05/04,02:30:28:79,Normal
SU,-5.03,25/05/04,02:40:28:48,Normal
SD,1.86,25/05/04,02:40:28:48,Normal
IU,-82.86,25/05/04,02:40:28:48,Normal
ID,-7.21,25/05/04,02:40:28:48,Normal
Tm,22.3,25/05/04,02:40:28:48,Normal
SU,-3.96,25/05/04,02:50:28:13,Normal
SD,2.3,25/05/04,02:50:28:13,Normal
IU,-80,25/05/04,02:50:28:13,Normal
ID,-6.93,25/05/04,02:50:28:13,Normal
Tm,22.14,25/05/04,02:50:28:13,Normal
SU,-3.96,25/05/04,03:00:28:68,Normal
SD,1.85,25/05/04,03:00:28:68,Normal
IU,-75.08,25/05/04,03:00:28:68,Normal
ID,-6.7,25/05/04,03:00:28:68,Normal
Tm,22.21,25/05/04,03:00:28:68,Normal
SU,-4.26,25/05/04,03:10:28:37,Normal
SD,1.5,25/05/04,03:10:28:37,Normal
IU,-68.51,25/05/04,03:10:28:37,Normal
ID,-5.82,25/05/04,03:10:28:37,Normal
Tm,22.22,25/05/04,03:10:28:37,Normal
SU,-4.27,25/05/04,03:20:28:05,Normal
SD,1.6,25/05/04,03:20:28:05,Normal
IU,-68.45,25/05/04,03:20:28:05,Normal
ID,-5.44,25/05/04,03:20:28:05,Normal
Tm,22.11,25/05/04,03:20:28:05,Normal
SU,-4.2,25/05/04,03:30:28:58,Normal
SD,1.59,25/05/04,03:30:28:58,Normal
IU,-74.81,25/05/04,03:30:28:58,Normal
ID,-6.04,25/05/04,03:30:28:58,Normal
Tm,21.91,25/05/04,03:30:28:58,Normal
SU,-3.48,25/05/04,03:40:28:23,Normal
SD,2.35,25/05/04,03:40:28:23,Normal
