Channel Code,Value,Date,Time,Status
SU,-5.35,25/05/20,00:07:57:51,Normal
SD,2.56,25/05/20,00:07:57:51,Normal
IU,-87,25/05/20,00:07:57:51,Normal
ID,-5.92,25/05/20,00:07:57:51,Normal
Tm,24.34,25/05/20,00:07:57:51,Normal
SU,-6,25/05/20,00:17:58:11,Normal
SD,2.26,25/05/20,00:17:58:11,Normal
IU,-89.59,25/05/20,00:17:58:11,Normal
ID,-8.98,25/05/20,00:17:58:11,Normal
Tm,24.81,25/05/20,00:17:58:11,Normal
SU,-5.42,25/05/20,00:27:57:79,Normal
SD,2.68,25/05/20,00:27:57:79,Normal
IU,-87.16,25/05/20,00:27:57:79,Normal
ID,-7.61,25/05/20,00:27:57:79,Normal
Tm,24.31,25/05/20,00:27:57:79,Normal
SU,-3.59,25/05/20,00:37:57:43,Normal
SD,3.98,25/05/20,00:37:57:43,Normal
IU,-89.27,25/05/20,00:37:57:43,Normal
ID,-8.15,25/05/20,00:37:57:43,Normal
Tm,24.55,25/05/20,00:37:57:43,Normal
SU,-5.76,25/05/20,00:47:57:97,Normal
SD,1.73,25/05/20,00:47:57:97,Normal
IU,-89.7,25/05/20,00:47:57:97,Normal
ID,-8.66,25/05/20,00:47:57:97,Normal
Tm,24.5,25/05/20,00:47:57:97,Normal
SU,-6.73,25/05/20,00:57:57:65,Normal
SD,1.29,25/05/20,00:57:57:65,Normal
IU,-90.81,25/05/20,00:57:57:65,Normal
ID,-10.01,25/05/20,00:57:57:65,Normal
Tm,24.56,25/05/20,00:57:57:65,Normal
SU,-5.17,25/05/20,01:07:57:32,Normal
SD,2.01,25/05/20,01:07:57:32,Normal
IU,-86.1,25/05/20,01:07:57:32,Normal
ID,-7.99,25/05/20,01:07:57:32,Normal
Tm,24.09,25/05/20,01:07:57:32,Normal
SU,-5.74,25/05/20,01:17:57:86,Normal
SD,1.92,25/05/20,01:17:57:86,Normal
IU,-87.53,25/05/20,01:17:57:86,Normal
ID,-7.45,25/05/20,01:17:57:86,Normal
Tm,23.7,25/05/20,01:17:57:86,Normal
SU,-5.09,25/05/20,01:27:57:51,Normal
SD,2.57,25/05/20,01:27:57:51,Normal
IU,-86.1,25/05/20,01:27:57:51,Normal
ID,-7.29,25/05/20,01:27:57:51,Normal
Tm,23.74,25/05/20,01:27:57:51,Normal
SU,-3.6,25/05/20,01:37:57:20,Normal
SD,3.28,25/05/20,01:37:57:20,Normal
IU,-85.57,25/05/20,01:37:57:20,Normal
ID,-7.51,25/05/20,01:37:57:20,Normal
Tm,23.69,25/05/20,01:37:57:20,Normal
SU,-5.14,25/05/20,01:47:57:75,Normal
SD,2.09,25/05/20,01:47:57:75,Normal
IU,-85.72,25/05/20,01:47:57:75,Normal
ID,-7.13,25/05/20,01:47:57:75,Normal
Tm,23.31,25/05/20,01:47:57:75,Normal
SU,-7.19,25/05/20,01:57:57:43,Normal
SD,1.03,25/05/20,01:57:57:43,Normal
IU,-83.02,25/05/20,01:57:57:43,Normal
ID,-6.74,25/05/20,01:57:57:43,Normal
Tm,22.96,25/05/20,01:57:57:43,Normal
SU,-5.02,25/05/20,02:07:57:08,Normal
