Channel Code,Value,Date,Time,Status
SU,-3.92,25/05/12,00:04:01:68,Normal
SD,3.33,25/05/12,00:04:01:68,Normal
IU,-86.41,25/05/12,00:04:01:68,Normal
ID,-5.88,25/05/12,00:04:01:68,Normal
Tm,23.19,25/05/12,00:04:01:68,Normal
SU,-4.73,25/05/12,00:14:01:40,Normal
SD,2.23,25/05/12,00:14:01:40,Normal
IU,-82.76,25/05/12,00:14:01:40,Normal
ID,-5.7,25/05/12,00:14:01:40,Normal
Tm,23.28,25/05/12,00:14:01:40,Normal
SU,-4.73,25/05/12,00:24:01:93,Normal
SD,1.79,25/05/12,00:24:01:93,Normal
IU,-78.84,25/05/12,00:24:01:93,Normal
ID,-4.59,25/05/12,00:24:01:93,Normal
Tm,23.18,25/05/12,00:24:01:93,Normal
SU,-4.36,25/05/12,00:34:01:57,Normal
SD,2.27,25/05/12,00:34:01:57,Normal
IU,-74.44,25/05/12,00:34:01:57,Normal
ID,-3.66,25/05/12,00:34:01:57,Normal
Tm,23.16,25/05/12,00:34:01:57,Normal
SU,-3.27,25/05/12,00:44:01:25,Normal
SD,2.35,25/05/12,00:44:01:25,Normal
IU,-66.76,25/05/12,00:44:01:25,Normal
ID,-2.96,25/05/12,00:44:01:25,Normal
Tm,23.41,25/05/12,00:44:01:25,Normal
SU,-3.71,25/05/12,00:54:01:79,Normal
SD,1.67,25/05/12,00:54:01:79,Normal
IU,-65.8,25/05/12,00:54:01:79,Normal
ID,-3.54,25/05/12,00:54:01:79,Normal
Tm,23.69,25/05/12,00:54:01:79,Normal
SU,-3.67,25/05/12,01:04:01:47,Normal
SD,1.67,25/05/12,01:04:01:47,Normal
IU,-65.7,25/05/12,01:04:01:47,Normal
ID,-3.89,25/05/12,01:04:01:47,Normal
Tm,23.74,25/05/12,01:04:01:47,Normal
SU,-5.6,25/05/12,01:14:01:13,Normal
SD,0.38,25/05/12,01:14:01:13,Normal
IU,-68.93,25/05/12,01:14:01:13,Normal
ID,-3.52,25/05/12,01:14:01:13,Normal
Tm,23.48,25/05/12,01:14:01:13,Normal
SU,-3.81,25/05/12,01:24:01:67,Normal
SD,1.68,25/05/12,01:24:01:67,Normal
IU,-67.39,25/05/12,01:24:01:67,Normal
ID,-3.66,25/05/12,01:24:01:67,Normal
Tm,23.51,25/05/12,01:24:01:67,Normal
SU,-5.67,25/05/12,01:34:01:35,Normal
SD,0.48,25/05/12,01:34:01:35,Normal
IU,-59.71,25/05/12,01:34:01:35,Normal
ID,-1.39,25/05/12,01:34:01:35,Normal
Tm,22.98,25/05/12,01:34:01:35,Normal
SU,-3.74,25/05/12,01:44:01:04,Normal
SD,1.56,25/05/12,01:44:01:04,Normal
IU,-56.16,25/05/12,01:44:01:04,Normal
ID,0.04,25/05/12,01:44:01:04,Normal
Tm,22.68,25/05/12,01:44:01:04,Normal
SU,-4.64,25/05/12,01:54:01:56,Normal
SD,1,25/05/12,01:54:01:56,Normal
IU,-52.35,25/05/12,01:54:01:56,Normal
ID,1.11,25/05/12,01:54:01:56,Normal
Tm,22.35,25/05/12,01:54:01:56,Normal
SU,-3.67,25/05/12,02:04:01:20,Normal
SD,1.71,25/05/12,02:04:01:20,Normal
IU,-56.64,25/05/12,02:04:01:20,Normal
ID,1.95,25/05/12,02:04:01:20,Normal
Tm,22.01,25/05/12,02:04:01:20,Normal
SU,-3.44,25/05/12,02:14:00:86,Normal
SD,2.3,25/05/12,02:14:00:86,Normal
IU,-58.54,25/05/12,02:14:00:86,Normal
ID,1.23,25/05/12,02:14:00:86,Normal
Tm,21.97,25/05/12,02:14:00:86,Normal
SU,-2.37,25/05/12,02:24:01:40,Normal
SD,2.71,25/05/12,02:24:01:40,Normal
IU,-54.41,25/05/12,02:24:01:40,Normal
ID,1.17,25/05/12,02:24:01:40,Normal
Tm,22.09,25/05/12,02:24:01:40,Normal
SU,-3.73,25/05/12,02:34:01:08,Normal
SD,2.57,25/05/12,02:34:01:08,Normal
IU,-66.02,25/05/12,02:34:01:08,Normal
ID,-0.72,25/05/12,02:34:01:08,Normal
Tm,22.26,25/05/12,02:34:01:08,Normal
SU,-2.83,25/05/12,02:44:00:72,Normal
SD,2.63,25/05/12,02:44:00:72,Normal
IU,-51.5,25/05/12,02:44:00:72,Normal
ID,0.64,25/05/12,02:44:00:72,Normal
Tm,22.31,25/05/12,02:44:00:72,Normal
SU,-3.43,25/05/12,02:54:01:25,Normal
SD,1.44,25/05/12,02:54:01:25,Normal
IU,-46.52,25/05/12,02:54:01:25,Normal
ID,1.63,25/05/12,02:54:01:25,Normal
Tm,22.2,25/05/12,02:54:01:25,Normal
SU,-2.1,25/05/12,03:04:00:93,Normal
SD,2.54,25/05/12,03:04:00:93,Normal
IU,-53.83,25/05/12,03:04:00:93,Normal
ID,1.35,25/05/12,03:04:00:93,Normal
Tm,22.14,25/05/12,03:04:00:93,Normal
SU,-2.07,25/05/12,03:04:15:82,Normal
SD,2.85,25/05/12,03:04:15:82,Normal
IU,-55.15,25/05/12,03:04:15:82,Normal
ID,1.33,25/05/12,03:04:15:82,Normal
Tm,22.14,25/05/12,03:04:15:82,Normal
SU,-2.49,25/05/12,03:14:11:13,Normal
SD,2.83,25/05/12,03:14:11:13,Normal
IU,-60.56,25/05/12,03:14:11:13,Normal
ID,-0.77,25/05/12,03:14:11:13,Normal
Tm,22.39,25/05/12,03:14:11:13,Normal
SU,-1.54,25/05/12,03:24:11:67,Normal
SD,3.07,25/05/12,03:24:11:67,Normal
IU,-54.36,25/05/12,03:24:11:67,Normal
ID,-1.05,25/05/12,03:24:11:67,Normal
Tm,22.63,25/05/12,03:24:11:67,Normal
SU,-3.44,25/05/12,03:34:11:32,Normal
SD,1.39,25/05/12,03:34:11:32,Normal
IU,-46.94,25/05/12,03:34:11:32,Normal
ID,0.42,25/05/12,03:34:11:32,Normal
Tm,22.47,25/05/12,03:34:11:32,Normal
SU,-4.52,25/05/12,03:44:10:98,Normal
SD,0.76,25/05/12,03:44:10:98,Normal
IU,-48.85,25/05/12,03:44:10:98,Normal
ID,0.4,25/05/12,03:44:10:98,Normal
Tm,22.15,25/05/12,03:44:10:98,Normal
SU,-2.31,25/05/12,03:54:11:51,Normal
SD,2.69,25/05/12,03:54:11:51,Normal
IU,-53.99,25/05/12,03:54:11:51,Normal
