Channel Code,Value,Date,Time,Status
SU,-5.85,25/05/18,00:08:01:19,Normal
SD,2.79,25/05/18,00:08:01:19,Normal
IU,-98.28,25/05/18,00:08:01:19,Normal
ID,-16.45,25/05/18,00:08:01:19,Normal
Tm,18.92,25/05/18,00:08:01:19,Normal
SU,-5.25,25/05/18,00:18:01:07,Normal
SD,3.03,25/05/18,00:18:01:07,Normal
IU,-97.17,25/05/18,00:18:01:07,Normal
ID,-16.75,25/05/18,00:18:01:07,Normal
Tm,18.87,25/05/18,00:18:01:07,Normal
SU,-4.98,25/05/18,00:28:01:75,Normal
SD,3.12,25/05/18,00:28:01:75,Normal
IU,-97.65,25/05/18,00:28:01:75,Normal
ID,-17.13,25/05/18,00:28:01:75,Normal
Tm,18.89,25/05/18,00:28:01:75,Normal
SU,-5.03,25/05/18,00:38:01:54,Normal
SD,2.82,25/05/18,00:38:01:54,Normal
IU,-98.55,25/05/18,00:38:01:54,Normal
ID,-17.56,25/05/18,00:38:01:54,Normal
Tm,18.93,25/05/18,00:38:01:54,Normal
SU,-5.44,25/05/18,00:48:01:39,Normal
SD,2.45,25/05/18,00:48:01:39,Normal
IU,-97.59,25/05/18,00:48:01:39,Normal
ID,-17.82,25/05/18,00:48:01:39,Normal
Tm,18.82,25/05/18,00:48:01:39,Normal
SU,-4.84,25/05/18,00:58:02:08,Normal
SD,3.12,25/05/18,00:58:02:08,Normal
IU,-96.8,25/05/18,00:58:02:08,Normal
ID,-17.44,25/05/18,00:58:02:08,Normal
Tm,18.73,25/05/18,00:58:02:08,Normal
SU,-5.07,25/05/18,01:08:01:93,Normal
SD,2.92,25/05/18,01:08:01:93,Normal
IU,-96.06,25/05/18,01:08:01:93,Normal
ID,-17.48,25/05/18,01:08:01:93,Normal
Tm,18.76,25/05/18,01:08:01:93,Normal
SU,-4.93,25/05/18,01:18:01:75,Normal
SD,3.12,25/05/18,01:18:01:75,Normal
IU,-95.47,25/05/18,01:18:01:75,Normal
ID,-17.62,25/05/18,01:18:01:75,Normal
Tm,18.65,25/05/18,01:18:01:75,Normal
SU,-5.62,25/05/18,01:28:02:56,Normal
SD,2.77,25/05/18,01:28:02:56,Normal
IU,-96.27,25/05/18,01:28:02:56,Normal
ID,-18.54,25/05/18,01:28:02:56,Normal
Tm,18.81,25/05/18,01:28:02:56,Normal
SU,-5.95,25/05/18,01:38:02:43,Normal
SD,1.32,25/05/18,01:38:02:43,Normal
IU,-94.68,25/05/18,01:38:02:43,Normal
ID,-17.74,25/05/18,01:38:02:43,Normal
Tm,18.32,25/05/18,01:38:02:43,Normal
SU,-4.17,25/05/18,01:48:02:33,Normal
SD,3.18,25/05/18,01:48:02:33,Normal
IU,-94.36,25/05/18,01:48:02:33,Normal
ID,-17.15,25/05/18,01:48:02:33,Normal
Tm,18.27,25/05/18,01:48:02:33,Normal
SU,-5.37,25/05/18,01:58:03:12,Normal
SD,2.26,25/05/18,01:58:03:12,Normal
IU,-96.48,25/05/18,01:58:03:12,Normal
ID,-19.03,25/05/18,01:58:03:12,Normal
Tm,18.6,25/05/18,01:58:03:12,Normal
SU,-7.29,25/05/18,02:08:03:03,Normal
SD,0.8,25/05/18,02:08:03:03,Normal
IU,-96.22,25/05/18,02:08:03:03,Normal
ID,-18.8,25/05/18,02:08:03:03,Normal
Tm,18.24,25/05/18,02:08:03:03,Normal
SU,-4.64,25/05/18,02:18:02:99,Normal
SD,2.86,25/05/18,02:18:02:99,Normal
IU,-93.67,25/05/18,02:18:02:99,Normal
ID,-17.11,25/05/18,02:18:02:99,Normal
Tm,17.96,25/05/18,02:18:02:99,Normal
SU,-4.98,25/05/18,02:28:03:85,Normal
SD,2.29,25/05/18,02:28:03:85,Normal
IU,-94.36,25/05/18,02:28:03:85,Normal
ID,-17.94,25/05/18,02:28:03:85,Normal
Tm,17.92,25/05/18,02:28:03:85,Normal
SU,-6.53,25/05/18,02:38:03:85,Normal
SD,1.79,25/05/18,02:38:03:85,Normal
IU,-92.88,25/05/18,02:38:03:85,Normal
ID,-16.47,25/05/18,02:38:03:85,Normal
Tm,17.27,25/05/18,02:38:03:85,Normal
SU,-4.52,25/05/18,02:48:03:90,Normal
SD,3.42,25/05/18,02:48:03:90,Normal
IU,-93.3,25/05/18,02:48:03:90,Normal
ID,-15.74,25/05/18,02:48:03:90,Normal
Tm,16.93,25/05/18,02:48:03:90,Normal
SU,-4.52,25/05/18,02:58:04:89,Normal
SD,3.09,25/05/18,02:58:04:89,Normal
IU,-93.2,25/05/18,02:58:04:89,Normal
ID,-15.76,25/05/18,02:58:04:89,Normal
Tm,16.91,25/05/18,02:58:04:89,Normal
SU,-3.32,25/05/18,03:08:05:06,Normal
SD,4.39,25/05/18,03:08:05:06,Normal
IU,-95.84,25/05/18,03:08:05:06,Normal
ID,-17.62,25/05/18,03:08:05:06,Normal
Tm,17.39,25/05/18,03:08:05:06,Normal
SU,-4.64,25/05/18,03:18:05:22,Normal
SD,3.04,25/05/18,03:18:05:22,Normal
IU,-97.49,25/05/18,03:18:05:22,Normal
ID,-19.55,25/05/18,03:18:05:22,Normal
Tm,17.88,25/05/18,03:18:05:22,Normal
SU,-5.14,25/05/18,03:28:06:19,Normal
SD,2.85,25/05/18,03:28:06:19,Normal
IU,-98.33,25/05/18,03:28:06:19,Normal
ID,-20.52,25/05/18,03:28:06:19,Normal
Tm,18.1,25/05/18,03:28:06:19,Normal
SU,-4.52,25/05/18,03:38:06:23,Normal
SD,2.86,25/05/18,03:38:06:23,Normal
IU,-97.01,25/05/18,03:38:06:23,Normal
ID,-20.33,25/05/18,03:38:06:23,Normal
Tm,18.17,25/05/18,03:38:06:23,Normal
SU,-3.97,25/05/18,03:48:06:28,Normal
SD,3.27,25/05/18,03:48:06:28,Normal
IU,-97.65,25/05/18,03:48:06:28,Normal
