Channel Code,Value,Date,Time,Status
SU,-5.85,25/05/23,00:04:24:23,Normal
SD,3.3,25/05/23,00:04:24:23,Normal
IU,-90.23,25/05/23,00:04:24:23,Normal
ID,-1.19,25/05/23,00:04:24:23,Normal
Tm,23.29,25/05/23,00:04:24:23,Normal
SU,-6.43,25/05/23,00:14:23:97,Normal
SD,2.94,25/05/23,00:14:23:97,Normal
IU,-92.51,25/05/23,00:14:23:97,Normal
ID,-2.68,25/05/23,00:14:23:97,Normal
Tm,23.45,25/05/23,00:14:23:97,Normal
SU,-5.17,25/05/23,00:24:24:51,Normal
SD,3.44,25/05/23,00:24:24:51,Normal
IU,-90.12,25/05/23,00:24:24:51,Normal
ID,-1.59,25/05/23,00:24:24:51,Normal
Tm,23.18,25/05/23,00:24:24:51,Normal
SU,-5.63,25/05/23,00:34:24:15,Normal
SD,3.66,25/05/23,00:34:24:15,Normal
IU,-90.12,25/05/23,00:34:24:15,Normal
ID,-1.65,25/05/23,00:34:24:15,Normal
Tm,22.99,25/05/23,00:34:24:15,Normal
SU,-4.96,25/05/23,00:44:23:83,Normal
SD,4.13,25/05/23,00:44:23:83,Normal
IU,-89.65,25/05/23,00:44:23:83,Normal
ID,-1.69,25/05/23,00:44:23:83,Normal
Tm,22.95,25/05/23,00:44:23:83,Normal
SU,-4.27,25/05/23,00:54:24:38,Normal
SD,3.19,25/05/23,00:54:24:38,Normal
IU,-86.78,25/05/23,00:54:24:38,Normal
ID,-1.85,25/05/23,00:54:24:38,Normal
Tm,22.87,25/05/23,00:54:24:38,Normal
SU,-6,25/05/23,01:04:24:06,Normal
SD,3.33,25/05/23,01:04:24:06,Normal
IU,-90.39,25/05/23,01:04:24:06,Normal
ID,-3.5,25/05/23,01:04:24:06,Normal
Tm,23.2,25/05/23,01:04:24:06,Normal
SU,-6.57,25/05/23,01:14:23:72,Normal
SD,2.18,25/05/23,01:14:23:72,Normal
IU,-88.43,25/05/23,01:14:23:72,Normal
ID,-2.54,25/05/23,01:14:23:72,Normal
Tm,22.7,25/05/23,01:14:23:72,Normal
SU,-6.87,25/05/23,01:24:24:26,Normal
SD,2.79,25/05/23,01:24:24:26,Normal
IU,-85.72,25/05/23,01:24:24:26,Normal
ID,-0.87,25/05/23,01:24:24:26,Normal
Tm,22.1,25/05/23,01:24:24:26,Normal
SU,-5.16,25/05/23,01:34:23:93,Normal
SD,2.88,25/05/23,01:34:23:93,Normal
IU,-83.66,25/05/23,01:34:23:93,Normal
ID,0.42,25/05/23,01:34:23:93,Normal
Tm,21.58,25/05/23,01:34:23:93,Normal
SU,-5.09,25/05/23,01:44:23:61,Normal
SD,3.56,25/05/23,01:44:23:61,Normal
IU,-81.49,25/05/23,01:44:23:61,Normal
ID,1.59,25/05/23,01:44:23:61,Normal
Tm,21.22,25/05/23,01:44:23:61,Normal
SU,-5.83,25/05/23,01:54:24:15,Normal
SD,3.6,25/05/23,01:54:24:15,Normal
IU,-83.39,25/05/23,01:54:24:15,Normal
ID,0.95,25/05/23,01:54:24:15,Normal
Tm,21.15,25/05/23,01:54:24:15,Normal
SU,-3.92,25/05/23,02:04:23:79,Normal
SD,4.75,25/05/23,02:04:23:79,Normal
IU,-81.96,25/05/23,02:04:23:79,Normal
ID,1.03,25/05/23,02:04:23:79,Normal
Tm,21.11,25/05/23,02:04:23:79,Normal
SU,-4.34,25/05/23,02:14:24:32,Normal
SD,4.45,25/05/23,02:14:24:32,Normal
IU,-83.55,25/05/23,02:14:24:32,Normal
ID,-0.08,25/05/23,02:14:24:32,Normal
Tm,21.27,25/05/23,02:14:24:32,Normal
SU,-5.55,25/05/23,02:24:24:02,Normal
SD,3.59,25/05/23,02:24:24:02,Normal
IU,-82.49,25/05/23,02:24:24:02,Normal
ID,-0.1,25/05/23,02:24:24:02,Normal
Tm,21.21,25/05/23,02:24:24:02,Normal
SU,-2.54,25/05/23,02:34:23:72,Normal
SD,3.66,25/05/23,02:34:23:72,Normal
IU,-83.02,25/05/23,02:34:23:72,Normal
ID,-0.85,25/05/23,02:34:23:72,Normal
Tm,21.47,25/05/23,02:34:23:72,Normal
SU,-4.08,25/05/23,02:44:24:27,Normal
SD,3.77,25/05/23,02:44:24:27,Normal
IU,-85.51,25/05/23,02:44:24:27,Normal
ID,-3.48,25/05/23,02:44:24:27,Normal
Tm,21.93,25/05/23,02:44:24:27,Normal
SU,-5.56,25/05/23,02:54:23:93,Normal
SD,3.42,25/05/23,02:54:23:93,Normal
IU,-86.31,25/05/23,02:54:23:93,Normal
ID,-4.35,25/05/23,02:54:23:93,Normal
Tm,22,25/05/23,02:54:23:93,Normal
SU,-5.6,25/05/23,03:04:23:60,Normal
SD,2.88,25/05/23,03:04:23:60,Normal
IU,-85.83,25/05/23,03:04:23:60,Normal
ID,-4.47,25/05/23,03:04:23:60,Normal
Tm,22.03,25/05/23,03:04:23:60,Normal
SU,-4.61,25/05/23,03:14:24:14,Normal
SD,3.65,25/05/23,03:14:24:14,Normal
IU,-86.15,25/05/23,03:14:24:14,Normal
ID,-5.21,25/05/23,03:14:24:14,Normal
Tm,22.06,25/05/23,03:14:24:14,Normal
SU,-4.96,25/05/23,03:24:23:83,Normal
SD,3.51,25/05/23,03:24:23:83,Normal
IU,-87.63,25/05/23,03:24:23:83,Normal
ID,-5.88,25/05/23,03:24:23:83,Normal
Tm,22.15,25/05/23,03:24:23:83,Normal
SU,-7.4,25/05/23,03:34:23:47,Normal
SD,1.71,25/05/23,03:34:23:47,Normal
IU,-86.78,25/05/23,03:34:23:47,Normal
ID,-5.7,25/05/23,03:34:23:47,Normal
Tm,21.8,25/05/23,03:34:23:47,Normal
SU,-4.7,25/05/23,03:44:24:01,Normal
SD,2.79,25/05/23,03:44:24:01,Normal
IU,-85.57,25/05/23,03:44:24:01,Normal
ID,-4.87,25/05/23,03:44:24:01,Normal
Tm,21.5,25/05/23,03:44:24:01,Normal
SU,-5.99,25/05/23,03:54:23:71,Normal
SD,2.95,25/05/23,03:54:23:71,Normal
IU,-84.82,25/05/23,03:54:23:71,Normal
ID,-4.45,25/05/23,03:54:23:71,Normal
Tm,21.34,25/05/23,03:54:23:71,Normal
SU,-5.69,25/05/23,04:04:23:40,Normal
SD,2.29,25/05/23,04:04:23:40,Normal
IU,-83.34,25/05/23,04:04:23:40,Normal
ID,-4.15,25/05/23,04:04:23:40,Normal
Tm,21,25/05/23,04:04:23:40,Normal
SU,-5.12,25/05/23,04:14:23:94,Normal
SD,3.19,25/05/23,04:14:23:94,Normal
IU,-87.63,25/05/23,04:14:23:94,Normal
ID,-5.19,25/05/23,04:14:23:94,Normal
Tm,21.12,25/05/23,04:14:23:94,Normal
SU,-5.99,25/05/23,04:24:23:60,Normal
SD,2.97,25/05/23,04:24:23:60,Normal
IU,-86.68,25/05/23,04:24:23:60,Normal
ID,-5.84,25/05/23,04:24:23:60,Normal
Tm,21.16,25/05/23,04:24:23:60,Normal
SU,-4.91,25/05/23,04:34:23:31,Normal
SD,3.41,25/05/23,04:34:23:31,Normal
IU,-88.16,25/05/23,04:34:23:31,Normal
ID,-6.32,25/05/23,04:34:23:31,Normal
Tm,21.27,25/05/23,04:34:23:31,Normal
SU,-4.64,25/05/23,04:34:38:35,Normal
SD,3.69,25/05/23,04:34:38:35,Normal
IU,-88.06,25/05/23,04:34:38:35,Normal
ID,-6.28,25/05/23,04:34:38:35,Normal
Tm,21.27,25/05/23,04:34:38:35,Normal
SU,-4.98,25/05/23,04:44:33:68,Normal
SD,2.44,25/05/23,04:44:33:68,Normal
IU,-88.74,25/05/23,04:44:33:68,Normal
ID,-7.11,25/05/23,04:44:33:68,Normal
Tm,21.43,25/05/23,04:44:33:68,Normal
SU,-1.31,25/05/23,04:54:34:22,Normal
SD,3.27,25/05/23,04:54:34:22,Normal
IU,-87.69,25/05/23,04:54:34:22,Normal
ID,-6.66,25/05/23,04:54:34:22,Normal
Tm,21.31,25/05/23,04:54:34:22,Normal
SU,5.79,25/05/23,05:04:33:87,Normal
SD,4.5,25/05/23,05:04:33:87,Normal
IU,-86.47,25/05/23,05:04:33:87,Normal
ID,-5.56,25/05/23,05:04:33:87,Normal
Tm,21,25/05/23,05:04:33:87,Normal
SU,16.02,25/05/23,05:14:33:54,Normal
SD,6.65,25/05/23,05:14:33:54,Normal
IU,-88.59,25/05/23,05:14:33:54,Normal
ID,-5.96,25/05/23,05:14:33:54,Normal
Tm,21.35,25/05/23,05:14:33:54,Normal
SU,26.53,25/05/23,05:24:34:08,Normal
SD,7.96,25/05/23,05:24:34:08,Normal
IU,-88.8,25/05/23,05:24:34:08,Normal
ID,-5.52,25/05/23,05:24:34:08,Normal
Tm,21.32,25/05/23,05:24:34:08,Normal
SU,44.81,25/05/23,05:34:33:77,Normal
SD,10.72,25/05/23,05:34:33:77,Normal
IU,-88.74,25/05/23,05:34:33:77,Normal
ID,-3.85,25/05/23,05:34:33:77,Normal
Tm,21.19,25/05/23,05:34:33:77,Normal
SU,73.66,25/05/23,05:44:33:43,Normal
SD,15.29,25/05/23,05:44:33:43,Normal
IU,-89.22,25/05/23,05:44:33:43,Normal
ID,-1.91,25/05/23,05:44:33:43,Normal
Tm,21.15,25/05/23,05:44:33:43,Normal
SU,101.21,25/05/23,05:54:33:98,Normal
SD,21.16,25/05/23,05:54:33:98,Normal
IU,-90.39,25/05/23,05:54:33:98,Normal
ID,0.22,25/05/23,05:54:33:98,Normal
Tm,21.46,25/05/23,05:54:33:98,Normal
SU,129.59,25/05/23,06:04:33:65,Normal
SD,27.87,25/05/23,06:04:33:65,Normal
IU,-93.72,25/05/23,06:04:33:65,Normal
ID,1.73,25/05/23,06:04:33:65,Normal
Tm,22.16,25/05/23,06:04:33:65,Normal
SU,161.75,25/05/23,06:14:33:33,Normal
SD,35.29,25/05/23,06:14:33:33,Normal
IU,-98.02,25/05/23,06:14:33:33,Normal
ID,2.6,25/05/23,06:14:33:33,Normal
Tm,23.05,25/05/23,06:14:33:33,Normal
SU,192.62,25/05/23,06:24:33:86,Normal
SD,42.61,25/05/23,06:24:33:86,Normal
IU,-101.83,25/05/23,06:24:33:86,Normal
ID,3.46,25/05/23,06:24:33:86,Normal
Tm,24.09,25/05/23,06:24:33:86,Normal
SU,181.62,25/05/23,06:34:33:50,Normal
SD,50.79,25/05/23,06:34:33:50,Normal
IU,-105.59,25/05/23,06:34:33:50,Normal
ID,5.84,25/05/23,06:34:33:50,Normal
Tm,24.89,25/05/23,06:34:33:50,Normal
SU,259.47,25/05/23,06:44:33:18,Normal
SD,58.81,25/05/23,06:44:33:18,Normal
IU,-108.29,25/05/23,06:44:33:18,Normal
ID,6.89,25/05/23,06:44:33:18,Normal
Tm,26.02,25/05/23,06:44:33:18,Normal
SU,293.7,25/05/23,06:54:33:72,Normal
SD,65.14,25/05/23,06:54:33:72,Normal
IU,-110.89,25/05/23,06:54:33:72,Normal
ID,8.54,25/05/23,06:54:33:72,Normal
Tm,26.86,25/05/23,06:54:33:72,Normal
SU,323.51,25/05/23,07:04:33:40,Normal
SD,71.9,25/05/23,07:04:33:40,Normal
IU,-113.96,25/05/23,07:04:33:40,Normal
ID,10.85,25/05/23,07:04:33:40,Normal
Tm,27.65,25/05/23,07:04:33:40,Normal
SU,352.38,25/05/23,07:14:33:05,Normal
SD,78.14,25/05/23,07:14:33:05,Normal
IU,-117.67,25/05/23,07:14:33:05,Normal
ID,14.03,25/05/23,07:14:33:05,Normal
Tm,28.74,25/05/23,07:14:33:05,Normal
SU,386.49,25/05/23,07:24:33:60,Normal
SD,86.38,25/05/23,07:24:33:60,Normal
IU,-123.77,25/05/23,07:24:33:60,Normal
ID,17.13,25/05/23,07:24:33:60,Normal
Tm,30.11,25/05/23,07:24:33:60,Normal
SU,415.77,25/05/23,07:34:33:29,Normal
SD,91.13,25/05/23,07:34:33:29,Normal
IU,-127.79,25/05/23,07:34:33:29,Normal
ID,19.35,25/05/23,07:34:33:29,Normal
Tm,31.32,25/05/23,07:34:33:29,Normal
SU,447.64,25/05/23,07:44:32:98,Normal
SD,97.52,25/05/23,07:44:32:98,Normal
IU,-128.48,25/05/23,07:44:32:98,Normal
ID,24.2,25/05/23,07:44:32:98,Normal
Tm,31.6,25/05/23,07:44:32:98,Normal
SU,474.51,25/05/23,07:54:33:53,Normal
SD,100.56,25/05/23,07:54:33:53,Normal
