Channel Code,Value,Date,Time,Status
SU,-1.64,25/05/03,00:09:41:76,Normal
SD,2.12,25/05/03,00:09:41:76,Normal
IU,-43.45,25/05/03,00:09:41:76,Normal
ID,-3.38,25/05/03,00:09:41:76,Normal
Tm,21.96,25/05/03,00:09:41:76,Normal
SU,-1.82,25/05/03,00:09:56:37,Normal
SD,1.94,25/05/03,00:09:56:37,Normal
IU,-43.5,25/05/03,00:09:56:37,Normal
ID,-3.4,25/05/03,00:09:56:37,Normal
Tm,21.96,25/05/03,00:09:56:37,Normal
SU,-1.91,25/05/03,00:19:51:70,Normal
SD,2.21,25/05/03,00:19:51:70,Normal
IU,-53.3,25/05/03,00:19:51:70,Normal
ID,-6.2,25/05/03,00:19:51:70,Normal
Tm,21.97,25/05/03,00:19:51:70,Normal
SU,-3.32,25/05/03,00:29:52:23,Normal
SD,2.16,25/05/03,00:29:52:23,Normal
IU,-75.61,25/05/03,00:29:52:23,Normal
ID,-12.36,25/05/03,00:29:52:23,Normal
Tm,22.21,25/05/03,00:29:52:23,Normal
SU,-4.03,25/05/03,00:39:51:90,Normal
SD,2.01,25/05/03,00:39:51:90,Normal
IU,-87.16,25/05/03,00:39:51:90,Normal
ID,-16.61,25/05/03,00:39:51:90,Normal
Tm,22.5,25/05/03,00:39:51:90,Normal
SU,-4.79,25/05/03,00:49:51:59,Normal
SD,1.47,25/05/03,00:49:51:59,Normal
IU,-82.7,25/05/03,00:49:51:59,Normal
ID,-16.15,25/05/03,00:49:51:59,Normal
Tm,22.43,25/05/03,00:49:51:59,Normal
SU,-4.64,25/05/03,00:59:52:15,Normal
SD,1.47,25/05/03,00:59:52:15,Normal
IU,-79.05,25/05/03,00:59:52:15,Normal
ID,-13.91,25/05/03,00:59:52:15,Normal
Tm,22.08,25/05/03,00:59:52:15,Normal
SU,-2.19,25/05/03,01:09:51:84,Normal
SD,2.18,25/05/03,01:09:51:84,Normal
IU,-59.39,25/05/03,01:09:51:84,Normal
ID,-9.16,25/05/03,01:09:51:84,Normal
Tm,22.07,25/05/03,01:09:51:84,Normal
SU,-1.11,25/05/03,01:19:51:50,Normal
SD,2.27,25/05/03,01:19:51:50,Normal
IU,-45.3,25/05/03,01:19:51:50,Normal
ID,-5.9,25/05/03,01:19:51:50,Normal
Tm,22.46,25/05/03,01:19:51:50,Normal
SU,-2.3,25/05/03,01:29:52:04,Normal
SD,1.03,25/05/03,01:29:52:04,Normal
IU,-40.85,25/05/03,01:29:52:04,Normal
ID,-4.67,25/05/03,01:29:52:04,Normal
Tm,22.57,25/05/03,01:29:52:04,Normal
SU,-1.09,25/05/03,01:39:51:72,Normal
SD,1.74,25/05/03,01:39:51:72,Normal
IU,-42.07,25/05/03,01:39:51:72,Normal
ID,-6.52,25/05/03,01:39:51:72,Normal
Tm,23.19,25/05/03,01:39:51:72,Normal
SU,-19.43,25/05/03,01:49:51:42,Normal
SD,4.24,25/05/03,01:49:51:42,Normal
IU,-42.92,25/05/03,01:49:51:42,Normal
ID,-11.86,25/05/03,01:49:51:42,Normal
Tm,21.39,25/05/03,01:49:51:42,Normal
SU,0.55,25/05/03,01:59:51:96,Normal
SD,2.71,25/05/03,01:59:51:96,Normal
IU,-48.85,25/05/03,01:59:51:96,Normal
ID,-19.71,25/05/03,01:59:51:96,Normal
Tm,21.94,25/05/03,01:59:51:96,Normal
SU,-1.5,25/05/03,02:09:51:65,Normal
SD,1.3,25/05/03,02:09:51:65,Normal
IU,-54.47,25/05/03,02:09:51:65,Normal
ID,-17.62,25/05/03,02:09:51:65,Normal
Tm,22.17,25/05/03,02:09:51:65,Normal
SU,-2.54,25/05/03,02:19:51:34,Normal
SD,1.42,25/05/03,02:19:51:34,Normal
IU,-72.16,25/05/03,02:19:51:34,Normal
ID,-16.77,25/05/03,02:19:51:34,Normal
