Channel Code,Value,Date,Time,Status
SU,-5.79,25/05/08,00:03:12:99,Normal
SD,2.21,25/05/08,00:03:12:99,Normal
IU,-89.33,25/05/08,00:03:12:99,Normal
ID,-13.87,25/05/08,00:03:12:99,Normal
Tm,14.43,25/05/08,00:03:12:99,Normal
SU,-5.28,25/05/08,00:13:14:20,Normal
SD,2.36,25/05/08,00:13:14:20,Normal
IU,-86.78,25/05/08,00:13:14:20,Normal
ID,-12.38,25/05/08,00:13:14:20,Normal
Tm,13.87,25/05/08,00:13:14:20,Normal
SU,-4.8,25/05/08,00:23:15:44,Normal
SD,2.66,25/05/08,00:23:15:44,Normal
IU,-84.98,25/05/08,00:23:15:44,Normal
ID,-11.5,25/05/08,00:23:15:44,Normal
Tm,13.59,25/05/08,00:23:15:44,Normal
SU,-3.96,25/05/08,00:33:17:68,Normal
SD,3.56,25/05/08,00:33:17:68,Normal
IU,-84.67,25/05/08,00:33:17:68,Normal
ID,-11.01,25/05/08,00:33:17:68,Normal
Tm,13.31,25/05/08,00:33:17:68,Normal
SU,-3.66,25/05/08,00:43:19:11,Normal
SD,3.74,25/05/08,00:43:19:11,Normal
IU,-85.51,25/05/08,00:43:19:11,Normal
ID,-11.34,25/05/08,00:43:19:11,Normal
Tm,13.37,25/05/08,00:43:19:11,Normal
SU,-4.04,25/05/08,00:53:20:58,Normal
SD,2.94,25/05/08,00:53:20:58,Normal
IU,-85.72,25/05/08,00:53:20:58,Normal
ID,-11.76,25/05/08,00:53:20:58,Normal
Tm,13.3,25/05/08,00:53:20:58,Normal
SU,-3.67,25/05/08,01:03:22:97,Normal
SD,2.71,25/05/08,01:03:22:97,Normal
IU,-84.77,25/05/08,01:03:22:97,Normal
ID,-11.68,25/05/08,01:03:22:97,Normal
Tm,13.06,25/05/08,01:03:22:97,Normal
SU,-3.07,25/05/08,01:13:24:46,Normal
SD,1.88,25/05/08,01:13:24:46,Normal
IU,-84.24,25/05/08,01:13:24:46,Normal
ID,-11.78,25/05/08,01:13:24:46,Normal
Tm,12.9,25/05/08,01:13:24:46,Normal
SU,-4.36,25/05/08,01:23:25:99,Normal
SD,2.44,25/05/08,01:23:25:99,Normal
IU,-83.87,25/05/08,01:23:25:99,Normal
ID,-11.05,25/05/08,01:23:25:99,Normal
Tm,12.62,25/05/08,01:23:25:99,Normal
SU,-3.51,25/05/08,01:33:28:40,Normal
SD,3.51,25/05/08,01:33:28:40,Normal
IU,-82.81,25/05/08,01:33:28:40,Normal
ID,-10.33,25/05/08,01:33:28:40,Normal
Tm,12.42,25/05/08,01:33:28:40,Normal
SU,-3.21,25/05/08,01:43:29:97,Normal
SD,3.88,25/05/08,01:43:29:97,Normal
IU,-82.44,25/05/08,01:43:29:97,Normal
ID,-10.71,25/05/08,01:43:29:97,Normal
Tm,12.36,25/05/08,01:43:29:97,Normal
SU,-4.13,25/05/08,01:53:31:53,Normal
SD,3.6,25/05/08,01:53:31:53,Normal
IU,-81.38,25/05/08,01:53:31:53,Normal
ID,-10.21,25/05/08,01:53:31:53,Normal
Tm,12.15,25/05/08,01:53:31:53,Normal
SU,-3.66,25/05/08,02:03:33:97,Normal
SD,3.44,25/05/08,02:03:33:97,Normal
IU,-83.39,25/05/08,02:03:33:97,Normal
ID,-11.46,25/05/08,02:03:33:97,Normal
Tm,12.49,25/05/08,02:03:33:97,Normal
SU,-2.83,25/05/08,02:13:35:58,Normal
SD,4.1,25/05/08,02:13:35:58,Normal
IU,-84.4,25/05/08,02:13:35:58,Normal
ID,-12.3,25/05/08,02:13:35:58,Normal
Tm,12.57,25/05/08,02:13:35:58,Normal
SU,-4.56,25/05/08,02:23:37:17,Normal
SD,2.82,25/05/08,02:23:37:17,Normal
IU,-84.35,25/05/08,02:23:37:17,Normal
ID,-12.95,25/05/08,02:23:37:17,Normal
Tm,12.49,25/05/08,02:23:37:17,Normal
SU,-3.96,25/05/08,02:33:39:63,Normal
SD,2.77,25/05/08,02:33:39:63,Normal
IU,-83.13,25/05/08,02:33:39:63,Normal
ID,-12.36,25/05/08,02:33:39:63,Normal
Tm,12.4,25/05/08,02:33:39:63,Normal
SU,-4.52,25/05/08,02:43:41:19,Normal
SD,2.42,25/05/08,02:43:41:19,Normal
IU,-82.49,25/05/08,02:43:41:19,Normal
ID,-12.1,25/05/08,02:43:41:19,Normal
Tm,12.12,25/05/08,02:43:41:19,Normal
SU,-3.51,25/05/08,02:53:42:79,Normal
SD,4.54,25/05/08,02:53:42:79,Normal
IU,-82.02,25/05/08,02:53:42:79,Normal
ID,-11.38,25/05/08,02:53:42:79,Normal
Tm,11.9,25/05/08,02:53:42:79,Normal
SU,-4.73,25/05/08,03:03:45:26,Normal
SD,2.21,25/05/08,03:03:45:26,Normal
IU,-82.92,25/05/08,03:03:45:26,Normal
ID,-12.08,25/05/08,03:03:45:26,Normal
Tm,11.72,25/05/08,03:03:45:26,Normal
SU,-4.89,25/05/08,03:04:00:55,Normal
SD,2.13,25/05/08,03:04:00:55,Normal
IU,-82.49,25/05/08,03:04:00:55,Normal
ID,-12.02,25/05/08,03:04:00:55,Normal
Tm,11.7,25/05/08,03:04:00:55,Normal
SU,-3.02,25/05/08,03:13:56:89,Normal
SD,2.26,25/05/08,03:13:56:89,Normal
IU,-80.06,25/05/08,03:13:56:89,Normal
ID,-10.23,25/05/08,03:13:56:89,Normal
Tm,11.35,25/05/08,03:13:56:89,Normal
SU,-3.34,25/05/08,03:23:58:50,Normal
SD,4.6,25/05/08,03:23:58:50,Normal
IU,-81.12,25/05/08,03:23:58:50,Normal
ID,-11.4,25/05/08,03:23:58:50,Normal
Tm,11.39,25/05/08,03:23:58:50,Normal
SU,-3.85,25/05/08,03:34:00:97,Normal
SD,2.13,25/05/08,03:34:00:97,Normal
IU,-82.7,25/05/08,03:34:00:97,Normal
ID,-12.14,25/05/08,03:34:00:97,Normal
Tm,11.4,25/05/08,03:34:00:97,Normal
SU,-3.59,25/05/08,03:44:02:59,Normal
SD,3.07,25/05/08,03:44:02:59,Normal
IU,-81.7,25/05/08,03:44:02:59,Normal
ID,-11.88,25/05/08,03:44:02:59,Normal
Tm,11.32,25/05/08,03:44:02:59,Normal
SU,-2.93,25/05/08,03:54:04:18,Normal
SD,3.38,25/05/08,03:54:04:18,Normal
IU,-83.23,25/05/08,03:54:04:18,Normal
ID,-12.08,25/05/08,03:54:04:18,Normal
Tm,11.31,25/05/08,03:54:04:18,Normal
SU,-3.37,25/05/08,04:04:06:65,Normal
SD,3.33,25/05/08,04:04:06:65,Normal
IU,-82.44,25/05/08,04:04:06:65,Normal
ID,-12.28,25/05/08,04:04:06:65,Normal
Tm,11.42,25/05/08,04:04:06:65,Normal
SU,-3.34,25/05/08,04:14:08:27,Normal
SD,3.04,25/05/08,04:14:08:27,Normal
IU,-83.76,25/05/08,04:14:08:27,Normal
ID,-13.45,25/05/08,04:14:08:27,Normal
Tm,11.56,25/05/08,04:14:08:27,Normal
SU,-4.2,25/05/08,04:24:09:89,Normal
SD,2.6,25/05/08,04:24:09:89,Normal
IU,-84.14,25/05/08,04:24:09:89,Normal
ID,-13.63,25/05/08,04:24:09:89,Normal
Tm,11.48,25/05/08,04:24:09:89,Normal
SU,-3.85,25/05/08,04:34:12:37,Normal
SD,2.94,25/05/08,04:34:12:37,Normal
IU,-83.76,25/05/08,04:34:12:37,Normal
ID,-13.25,25/05/08,04:34:12:37,Normal
Tm,11.37,25/05/08,04:34:12:37,Normal
SU,-2.47,25/05/08,04:44:13:95,Normal
SD,3.13,25/05/08,04:44:13:95,Normal
IU,-83.92,25/05/08,04:44:13:95,Normal
ID,-13.73,25/05/08,04:44:13:95,Normal
Tm,11.33,25/05/08,04:44:13:95,Normal
SU,-2.88,25/05/08,04:54:15:57,Normal
SD,3.27,25/05/08,04:54:15:57,Normal
IU,-83.34,25/05/08,04:54:15:57,Normal
ID,-13.05,25/05/08,04:54:15:57,Normal
Tm,11.21,25/05/08,04:54:15:57,Normal
SU,-0.21,25/05/08,05:04:18:05,Normal
SD,4.27,25/05/08,05:04:18:05,Normal
IU,-82.44,25/05/08,05:04:18:05,Normal
ID,-12.62,25/05/08,05:04:18:05,Normal
Tm,11.02,25/05/08,05:04:18:05,Normal
SU,6.62,25/05/08,05:14:19:65,Normal
SD,5.1,25/05/08,05:14:19:65,Normal
IU,-82.86,25/05/08,05:14:19:65,Normal
ID,-13.29,25/05/08,05:14:19:65,Normal
Tm,11.22,25/05/08,05:14:19:65,Normal
SU,11.07,25/05/08,05:24:21:22,Normal
SD,6.74,25/05/08,05:24:21:22,Normal
IU,-83.55,25/05/08,05:24:21:22,Normal
ID,-13.11,25/05/08,05:24:21:22,Normal
Tm,11.14,25/05/08,05:24:21:22,Normal
SU,19.78,25/05/08,05:34:23:68,Normal
SD,9.73,25/05/08,05:34:23:68,Normal
IU,-83.39,25/05/08,05:34:23:68,Normal
ID,-12.18,25/05/08,05:34:23:68,Normal
Tm,11.11,25/05/08,05:34:23:68,Normal
SU,59.3,25/05/08,05:44:25:30,Normal
SD,12.03,25/05/08,05:44:25:30,Normal
IU,-84.4,25/05/08,05:44:25:30,Normal
ID,-12.76,25/05/08,05:44:25:30,Normal
Tm,11.38,25/05/08,05:44:25:30,Normal
SU,90.58,25/05/08,05:54:26:90,Normal
SD,22.21,25/05/08,05:54:26:90,Normal
IU,-87.53,25/05/08,05:54:26:90,Normal
ID,-12.08,25/05/08,05:54:26:90,Normal
Tm,12.16,25/05/08,05:54:26:90,Normal
SU,120.36,25/05/08,06:04:29:20,Normal
SD,29.7,25/05/08,06:04:29:20,Normal
IU,-92.93,25/05/08,06:04:29:20,Normal
ID,-12.95,25/05/08,06:04:29:20,Normal
Tm,13.39,25/05/08,06:04:29:20,Normal
SU,86.98,25/05/08,06:14:29:90,Normal
SD,38.13,25/05/08,06:14:29:90,Normal
IU,-98.55,25/05/08,06:14:29:90,Normal
ID,-14.13,25/05/08,06:14:29:90,Normal
Tm,14.71,25/05/08,06:14:29:90,Normal
SU,183.85,25/05/08,06:24:30:06,Normal
SD,49.27,25/05/08,06:24:30:06,Normal
IU,-103.79,25/05/08,06:24:30:06,Normal
ID,-15.38,25/05/08,06:24:30:06,Normal
Tm,15.84,25/05/08,06:24:30:06,Normal
SU,219.13,25/05/08,06:34:30:77,Normal
SD,62.02,25/05/08,06:34:30:77,Normal
IU,-110.63,25/05/08,06:34:30:77,Normal
ID,-16.83,25/05/08,06:34:30:77,Normal
Tm,17.17,25/05/08,06:34:30:77,Normal
SU,256.22,25/05/08,06:44:30:49,Normal
SD,76.51,25/05/08,06:44:30:49,Normal
IU,-115.24,25/05/08,06:44:30:49,Normal
ID,-17.34,25/05/08,06:44:30:49,Normal
Tm,18.41,25/05/08,06:44:30:49,Normal
SU,258.82,25/05/08,06:54:30:16,Normal
SD,92.11,25/05/08,06:54:30:16,Normal
IU,-120.53,25/05/08,06:54:30:16,Normal
ID,-16.89,25/05/08,06:54:30:16,Normal
Tm,19.4,25/05/08,06:54:30:16,Normal
SU,327.45,25/05/08,07:04:30:71,Normal
SD,102.21,25/05/08,07:04:30:71,Normal
IU,-123.77,25/05/08,07:04:30:71,Normal
ID,-17.8,25/05/08,07:04:30:71,Normal
Tm,20.54,25/05/08,07:04:30:71,Normal
SU,365.95,25/05/08,07:14:30:40,Normal
SD,113.87,25/05/08,07:14:30:40,Normal
IU,-127.9,25/05/08,07:14:30:40,Normal
ID,-17.21,25/05/08,07:14:30:40,Normal
Tm,21.47,25/05/08,07:14:30:40,Normal
SU,398.72,25/05/08,07:24:30:10,Normal
SD,121.75,25/05/08,07:24:30:10,Normal
IU,-131.24,25/05/08,07:24:30:10,Normal
ID,-14.82,25/05/08,07:24:30:10,Normal
Tm,22.07,25/05/08,07:24:30:10,Normal
SU,437.77,25/05/08,07:34:30:65,Normal
SD,136.44,25/05/08,07:34:30:65,Normal
IU,-132.3,25/05/08,07:34:30:65,Normal
ID,-12.24,25/05/08,07:34:30:65,Normal
Tm,22.42,25/05/08,07:34:30:65,Normal
SU,479.38,25/05/08,07:44:30:30,Normal
