Channel Code,Value,Date,Time,Status
SU,-5,25/05/22,00:03:48:18,Normal
SD,3.72,25/05/22,00:03:48:18,Normal
IU,-89.7,25/05/22,00:03:48:18,Normal
ID,-4.59,25/05/22,00:03:48:18,Normal
Tm,25.38,25/05/22,00:03:48:18,Normal
SU,-3.69,25/05/22,00:13:47:92,Normal
SD,4.18,25/05/22,00:13:47:92,Normal
IU,-89.75,25/05/22,00:13:47:92,Normal
ID,-4.69,25/05/22,00:13:47:92,Normal
Tm,25.3,25/05/22,00:13:47:92,Normal
SU,-5,25/05/22,00:23:48:45,Normal
SD,3.42,25/05/22,00:23:48:45,Normal
IU,-89.06,25/05/22,00:23:48:45,Normal
ID,-5.21,25/05/22,00:23:48:45,Normal
Tm,25.06,25/05/22,00:23:48:45,Normal
SU,-4.04,25/05/22,00:33:48:08,Normal
SD,4.03,25/05/22,00:33:48:08,Normal
IU,-89.06,25/05/22,00:33:48:08,Normal
ID,-5.32,25/05/22,00:33:48:08,Normal
Tm,25.06,25/05/22,00:33:48:08,Normal
SU,-4.89,25/05/22,00:43:47:77,Normal
SD,3.32,25/05/22,00:43:47:77,Normal
IU,-92.19,25/05/22,00:43:47:77,Normal
ID,-7.33,25/05/22,00:43:47:77,Normal
Tm,25.48,25/05/22,00:43:47:77,Normal
SU,-6.5,25/05/22,00:53:48:31,Normal
SD,1.89,25/05/22,00:53:48:31,Normal
IU,-94.57,25/05/22,00:53:48:31,Normal
ID,-8.9,25/05/22,00:53:48:31,Normal
Tm,25.68,25/05/22,00:53:48:31,Normal
SU,-5.12,25/05/22,01:03:48:00,Normal
SD,2.82,25/05/22,01:03:48:00,Normal
IU,-92.29,25/05/22,01:03:48:00,Normal
ID,-8.03,25/05/22,01:03:48:00,Normal
Tm,25.43,25/05/22,01:03:48:00,Normal
SU,-5.53,25/05/22,01:13:47:64,Normal
SD,2.38,25/05/22,01:13:47:64,Normal
IU,-90.92,25/05/22,01:13:47:64,Normal
ID,-7.41,25/05/22,01:13:47:64,Normal
Tm,25.07,25/05/22,01:13:47:64,Normal
SU,-5.19,25/05/22,01:23:48:18,Normal
SD,3.01,25/05/22,01:23:48:18,Normal
IU,-92.03,25/05/22,01:23:48:18,Normal
ID,-7.81,25/05/22,01:23:48:18,Normal
Tm,25.17,25/05/22,01:23:48:18,Normal
SU,-6.5,25/05/22,01:33:47:87,Normal
SD,2.6,25/05/22,01:33:47:87,Normal
IU,-94.57,25/05/22,01:33:47:87,Normal
ID,-9.16,25/05/22,01:33:47:87,Normal
Tm,25.22,25/05/22,01:33:47:87,Normal
SU,-4.52,25/05/22,01:43:47:56,Normal
SD,3.07,25/05/22,01:43:47:56,Normal
IU,-92.19,25/05/22,01:43:47:56,Normal
ID,-8.58,25/05/22,01:43:47:56,Normal
Tm,24.85,25/05/22,01:43:47:56,Normal
SU,-7.72,25/05/22,01:53:48:11,Normal
SD,1.26,25/05/22,01:53:48:11,Normal
IU,-90.33,25/05/22,01:53:48:11,Normal
ID,-7.27,25/05/22,01:53:48:11,Normal
Tm,24.25,25/05/22,01:53:48:11,Normal
SU,-5.81,25/05/22,02:03:47:75,Normal
SD,2.29,25/05/22,02:03:47:75,Normal
IU,-91.87,25/05/22,02:03:47:75,Normal
ID,-7.37,25/05/22,02:03:47:75,Normal
Tm,24.18,25/05/22,02:03:47:75,Normal
SU,-5.26,25/05/22,02:13:47:43,Normal
SD,2.83,25/05/22,02:13:47:43,Normal
IU,-91.29,25/05/22,02:13:47:43,Normal
ID,-7.45,25/05/22,02:13:47:43,Normal
Tm,24.13,25/05/22,02:13:47:43,Normal
SU,-4.19,25/05/22,02:23:47:96,Normal
SD,3.38,25/05/22,02:23:47:96,Normal
IU,-90.55,25/05/22,02:23:47:96,Normal
ID,-7.67,25/05/22,02:23:47:96,Normal
Tm,24.17,25/05/22,02:23:47:96,Normal
SU,-4.94,25/05/22,02:33:47:64,Normal
SD,2.83,25/05/22,02:33:47:64,Normal
IU,-88.8,25/05/22,02:33:47:64,Normal
ID,-6.89,25/05/22,02:33:47:64,Normal
Tm,23.9,25/05/22,02:33:47:64,Normal
SU,-4.45,25/05/22,02:43:47:29,Normal
SD,3.56,25/05/22,02:43:47:29,Normal
IU,-88.16,25/05/22,02:43:47:29,Normal
ID,-6.95,25/05/22,02:43:47:29,Normal
Tm,23.86,25/05/22,02:43:47:29,Normal
SU,-5.1,25/05/22,02:53:47:83,Normal
SD,2.62,25/05/22,02:53:47:83,Normal
IU,-87.47,25/05/22,02:53:47:83,Normal
ID,-7.03,25/05/22,02:53:47:83,Normal
Tm,23.63,25/05/22,02:53:47:83,Normal
SU,-5.69,25/05/22,03:03:47:51,Normal
SD,2.15,25/05/22,03:03:47:51,Normal
IU,-89.12,25/05/22,03:03:47:51,Normal
ID,-6.62,25/05/22,03:03:47:51,Normal
Tm,23.09,25/05/22,03:03:47:51,Normal
SU,-5.05,25/05/22,03:13:47:20,Normal
SD,3.41,25/05/22,03:13:47:20,Normal
IU,-86.52,25/05/22,03:13:47:20,Normal
ID,-6,25/05/22,03:13:47:20,Normal
Tm,22.9,25/05/22,03:13:47:20,Normal
SU,-6.59,25/05/22,03:23:47:75,Normal
SD,1.2,25/05/22,03:23:47:75,Normal
IU,-87.58,25/05/22,03:23:47:75,Normal
ID,-6.97,25/05/22,03:23:47:75,Normal
Tm,22.87,25/05/22,03:23:47:75,Normal
SU,-7.24,25/05/22,03:33:47:40,Normal
SD,1.33,25/05/22,03:33:47:40,Normal
IU,-86.78,25/05/22,03:33:47:40,Normal
ID,-5.82,25/05/22,03:33:47:40,Normal
Tm,22.45,25/05/22,03:33:47:40,Normal
SU,-4.45,25/05/22,03:43:47:09,Normal
SD,3.24,25/05/22,03:43:47:09,Normal
IU,-85.14,25/05/22,03:43:47:09,Normal
ID,-5.07,25/05/22,03:43:47:09,Normal
Tm,22.25,25/05/22,03:43:47:09,Normal
SU,-3.57,25/05/22,03:53:47:63,Normal
SD,3.77,25/05/22,03:53:47:63,Normal
IU,-85.35,25/05/22,03:53:47:63,Normal
ID,-5.74,25/05/22,03:53:47:63,Normal
Tm,22.39,25/05/22,03:53:47:63,Normal
SU,-4.15,25/05/22,04:03:47:32,Normal
SD,3.42,25/05/22,04:03:47:32,Normal
IU,-86.52,25/05/22,04:03:47:32,Normal
ID,-6.3,25/05/22,04:03:47:32,Normal
Tm,22.53,25/05/22,04:03:47:32,Normal
SU,-6.52,25/05/22,04:13:46:97,Normal
SD,1.77,25/05/22,04:13:46:97,Normal
IU,-86.73,25/05/22,04:13:46:97,Normal
ID,-7.31,25/05/22,04:13:46:97,Normal
Tm,22.53,25/05/22,04:13:46:97,Normal
SU,-3.14,25/05/22,04:23:47:51,Normal
SD,4.12,25/05/22,04:23:47:51,Normal
IU,-85.83,25/05/22,04:23:47:51,Normal
ID,-7.07,25/05/22,04:23:47:51,Normal
Tm,22.66,25/05/22,04:23:47:51,Normal
SU,-5.78,25/05/22,04:33:47:21,Normal
SD,2.09,25/05/22,04:33:47:21,Normal
IU,-86.73,25/05/22,04:33:47:21,Normal
ID,-7.75,25/05/22,04:33:47:21,Normal
Tm,22.45,25/05/22,04:33:47:21,Normal
SU,-5.51,25/05/22,04:34:02:09,Normal
SD,2.23,25/05/22,04:34:02:09,Normal
IU,-86.84,25/05/22,04:34:02:09,Normal
ID,-7.53,25/05/22,04:34:02:09,Normal
Tm,22.47,25/05/22,04:34:02:09,Normal
SU,-3.57,25/05/22,04:43:57:40,Normal
SD,3.57,25/05/22,04:43:57:40,Normal
IU,-90.33,25/05/22,04:43:57:40,Normal
ID,-9.95,25/05/22,04:43:57:40,Normal
Tm,23.3,25/05/22,04:43:57:40,Normal
SU,-1.96,25/05/22,04:53:57:96,Normal
SD,2.85,25/05/22,04:53:57:96,Normal
IU,-90.39,25/05/22,04:53:57:96,Normal
ID,-9.74,25/05/22,04:53:57:96,Normal
Tm,23.02,25/05/22,04:53:57:96,Normal
SU,6.11,25/05/22,05:03:57:60,Normal
SD,5.12,25/05/22,05:03:57:60,Normal
IU,-90.81,25/05/22,05:03:57:60,Normal
ID,-9.62,25/05/22,05:03:57:60,Normal
Tm,23.11,25/05/22,05:03:57:60,Normal
SU,15.21,25/05/22,05:13:57:26,Normal
SD,6.36,25/05/22,05:13:57:26,Normal
IU,-91.02,25/05/22,05:13:57:26,Normal
ID,-9.18,25/05/22,05:13:57:26,Normal
Tm,23.16,25/05/22,05:13:57:26,Normal
SU,26.19,25/05/22,05:23:57:80,Normal
SD,8.27,25/05/22,05:23:57:80,Normal
IU,-91.18,25/05/22,05:23:57:80,Normal
ID,-8.74,25/05/22,05:23:57:80,Normal
Tm,23.25,25/05/22,05:23:57:80,Normal
SU,41.4,25/05/22,05:33:57:47,Normal
SD,10.61,25/05/22,05:33:57:47,Normal
IU,-90.49,25/05/22,05:33:57:47,Normal
ID,-7.13,25/05/22,05:33:57:47,Normal
Tm,23.1,25/05/22,05:33:57:47,Normal
SU,71.45,25/05/22,05:43:57:11,Normal
SD,15.55,25/05/22,05:43:57:11,Normal
IU,-90.49,25/05/22,05:43:57:11,Normal
ID,-5.46,25/05/22,05:43:57:11,Normal
Tm,23.29,25/05/22,05:43:57:11,Normal
SU,97.95,25/05/22,05:53:57:65,Normal
SD,20.66,25/05/22,05:53:57:65,Normal
IU,-93.35,25/05/22,05:53:57:65,Normal
ID,-4.43,25/05/22,05:53:57:65,Normal
Tm,23.77,25/05/22,05:53:57:65,Normal
SU,130.65,25/05/22,06:03:57:33,Normal
SD,28.41,25/05/22,06:03:57:33,Normal
IU,-95.79,25/05/22,06:03:57:33,Normal
ID,-2.72,25/05/22,06:03:57:33,Normal
Tm,24.51,25/05/22,06:03:57:33,Normal
SU,164.12,25/05/22,06:13:57:03,Normal
SD,36.38,25/05/22,06:13:57:03,Normal
IU,-98.23,25/05/22,06:13:57:03,Normal
ID,-0.6,25/05/22,06:13:57:03,Normal
Tm,25.58,25/05/22,06:13:57:03,Normal
SU,195.8,25/05/22,06:23:57:58,Normal
SD,42.1,25/05/22,06:23:57:58,Normal
IU,-104.53,25/05/22,06:23:57:58,Normal
ID,-1.25,25/05/22,06:23:57:58,Normal
Tm,26.69,25/05/22,06:23:57:58,Normal
SU,216.11,25/05/22,06:33:57:23,Normal
SD,48.68,25/05/22,06:33:57:23,Normal
IU,-109.57,25/05/22,06:33:57:23,Normal
ID,0.28,25/05/22,06:33:57:23,Normal
Tm,27.6,25/05/22,06:33:57:23,Normal
SU,256.27,25/05/22,06:43:56:92,Normal
SD,57.52,25/05/22,06:43:56:92,Normal
IU,-116.77,25/05/22,06:43:56:92,Normal
ID,1.35,25/05/22,06:43:56:92,Normal
Tm,28.89,25/05/22,06:43:56:92,Normal
SU,286.35,25/05/22,06:53:57:47,Normal
SD,62.93,25/05/22,06:53:57:47,Normal
IU,-122.81,25/05/22,06:53:57:47,Normal
ID,0.72,25/05/22,06:53:57:47,Normal
Tm,30.08,25/05/22,06:53:57:47,Normal
SU,315.3,25/05/22,07:03:57:14,Normal
SD,69.59,25/05/22,07:03:57:14,Normal
IU,-126.68,25/05/22,07:03:57:14,Normal
ID,2.86,25/05/22,07:03:57:14,Normal
Tm,30.95,25/05/22,07:03:57:14,Normal
SU,351.25,25/05/22,07:13:56:79,Normal
SD,76.82,25/05/22,07:13:56:79,Normal
IU,-130.34,25/05/22,07:13:56:79,Normal
ID,6.4,25/05/22,07:13:56:79,Normal
Tm,31.9,25/05/22,07:13:56:79,Normal
SU,379.28,25/05/22,07:23:57:33,Normal
SD,82.86,25/05/22,07:23:57:33,Normal
IU,-136.27,25/05/22,07:23:57:33,Normal
ID,8.7,25/05/22,07:23:57:33,Normal
Tm,33.09,25/05/22,07:23:57:33,Normal
SU,407.84,25/05/22,07:33:57:01,Normal
SD,88.81,25/05/22,07:33:57:01,Normal
IU,-138.71,25/05/22,07:33:57:01,Normal
ID,13.47,25/05/22,07:33:57:01,Normal
Tm,33.84,25/05/22,07:33:57:01,Normal
SU,440.6,25/05/22,07:43:56:70,Normal
SD,96.15,25/05/22,07:43:56:70,Normal
IU,-138.92,25/05/22,07:43:56:70,Normal
ID,19.29,25/05/22,07:43:56:70,Normal
Tm,34.33,25/05/22,07:43:56:70,Normal
SU,473.68,25/05/22,07:53:57:25,Normal
SD,102.27,25/05/22,07:53:57:25,Normal
IU,-139.93,25/05/22,07:53:57:25,Normal
ID,25.45,25/05/22,07:53:57:25,Normal
Tm,34.66,25/05/22,07:53:57:25,Normal
SU,501.26,25/05/22,08:03:56:89,Normal
SD,107.08,25/05/22,08:03:56:89,Normal
IU,-141.14,25/05/22,08:03:56:89,Normal
ID,29.74,25/05/22,08:03:56:89,Normal
Tm,35.18,25/05/22,08:03:56:89,Normal
SU,534.73,25/05/22,08:13:56:58,Normal
SD,111.61,25/05/22,08:13:56:58,Normal
IU,-142.73,25/05/22,08:13:56:58,Normal
ID,35.11,25/05/22,08:13:56:58,Normal
Tm,35.6,25/05/22,08:13:56:58,Normal
SU,565.14,25/05/22,08:23:57:12,Normal
SD,115.06,25/05/22,08:23:57:12,Normal
IU,-145.91,25/05/22,08:23:57:12,Normal
ID,39.36,25/05/22,08:23:57:12,Normal
Tm,36.2,25/05/22,08:23:57:12,Normal
SU,594.51,25/05/22,08:33:56:80,Normal
SD,118.56,25/05/22,08:33:56:80,Normal
IU,-145.49,25/05/22,08:33:56:80,Normal
ID,44.48,25/05/22,08:33:56:80,Normal
Tm,36.48,25/05/22,08:33:56:80,Normal
SU,625.98,25/05/22,08:43:56:45,Normal
SD,123.93,25/05/22,08:43:56:45,Normal
IU,-149.46,25/05/22,08:43:56:45,Normal
ID,50.86,25/05/22,08:43:56:45,Normal
Tm,37.21,25/05/22,08:43:56:45,Normal
SU,645.96,25/05/22,08:53:56:99,Normal
SD,124.14,25/05/22,08:53:56:99,Normal
IU,-144.85,25/05/22,08:53:56:99,Normal
ID,54.82,25/05/22,08:53:56:99,Normal
Tm,37.54,25/05/22,08:53:56:99,Normal
SU,667.17,25/05/22,09:03:56:68,Normal
SD,124.08,25/05/22,09:03:56:68,Normal
IU,-143.63,25/05/22,09:03:56:68,Normal
ID,60.14,25/05/22,09:03:56:68,Normal
Tm,36.92,25/05/22,09:03:56:68,Normal
SU,706,25/05/22,09:13:56:36,Normal
SD,130.8,25/05/22,09:13:56:36,Normal
IU,-144.59,25/05/22,09:13:56:36,Normal
ID,67,25/05/22,09:13:56:36,Normal
Tm,36.91,25/05/22,09:13:56:36,Normal
SU,723.49,25/05/22,09:23:56:90,Normal
SD,129.49,25/05/22,09:23:56:90,Normal
IU,-144.64,25/05/22,09:23:56:90,Normal
ID,71.29,25/05/22,09:23:56:90,Normal
Tm,37,25/05/22,09:23:56:90,Normal
SU,755.75,25/05/22,09:33:56:55,Normal
SD,135.48,25/05/22,09:33:56:55,Normal
IU,-143.32,25/05/22,09:33:56:55,Normal
ID,78.52,25/05/22,09:33:56:55,Normal
Tm,36.78,25/05/22,09:33:56:55,Normal
SU,795.59,25/05/22,09:43:56:23,Normal
SD,139.13,25/05/22,09:43:56:23,Normal
IU,-141.2,25/05/22,09:43:56:23,Normal
ID,85.79,25/05/22,09:43:56:23,Normal
Tm,36.71,25/05/22,09:43:56:23,Normal
SU,839.82,25/05/22,09:53:56:78,Normal
SD,149.5,25/05/22,09:53:56:78,Normal
IU,-143.1,25/05/22,09:53:56:78,Normal
ID,95.65,25/05/22,09:53:56:78,Normal
Tm,37.19,25/05/22,09:53:56:78,Normal
SU,893.03,25/05/22,10:03:56:46,Normal
SD,157.08,25/05/22,10:03:56:46,Normal
IU,-145.75,25/05/22,10:03:56:46,Normal
ID,100.95,25/05/22,10:03:56:46,Normal
Tm,37.85,25/05/22,10:03:56:46,Normal
SU,885.43,25/05/22,10:13:56:11,Normal
SD,154.21,25/05/22,10:13:56:11,Normal
IU,-149.36,25/05/22,10:13:56:11,Normal
ID,106.24,25/05/22,10:13:56:11,Normal
Tm,38.7,25/05/22,10:13:56:11,Normal
SU,889.6,25/05/22,10:23:56:65,Normal
SD,153.15,25/05/22,10:23:56:65,Normal
IU,-147.77,25/05/22,10:23:56:65,Normal
ID,109.71,25/05/22,10:23:56:65,Normal
Tm,39.06,25/05/22,10:23:56:65,Normal
SU,930.47,25/05/22,10:33:56:33,Normal
SD,158.52,25/05/22,10:33:56:33,Normal
IU,-143.16,25/05/22,10:33:56:33,Normal
ID,116.71,25/05/22,10:33:56:33,Normal
Tm,39.33,25/05/22,10:33:56:33,Normal
SU,927.78,25/05/22,10:34:11:08,Normal
SD,158.08,25/05/22,10:34:11:08,Normal
IU,-143.42,25/05/22,10:34:11:08,Normal
ID,114.02,25/05/22,10:34:11:08,Normal
Tm,39.33,25/05/22,10:34:11:08,Normal
SU,873.02,25/05/22,10:44:06:40,Normal
SD,147.96,25/05/22,10:44:06:40,Normal
IU,-150.04,25/05/22,10:44:06:40,Normal
ID,109.14,25/05/22,10:44:06:40,Normal
Tm,39.82,25/05/22,10:44:06:40,Normal
SU,884.09,25/05/22,10:54:06:93,Normal
SD,147.91,25/05/22,10:54:06:93,Normal
IU,-145.75,25/05/22,10:54:06:93,Normal
ID,109.61,25/05/22,10:54:06:93,Normal
Tm,38.72,25/05/22,10:54:06:93,Normal
SU,892.62,25/05/22,11:04:06:59,Normal
SD,149.76,25/05/22,11:04:06:59,Normal
IU,-145.81,25/05/22,11:04:06:59,Normal
ID,110.59,25/05/22,11:04:06:59,Normal
Tm,37.64,25/05/22,11:04:06:59,Normal
SU,891.69,25/05/22,11:14:06:28,Normal
SD,148,25/05/22,11:14:06:28,Normal
IU,-142.1,25/05/22,11:14:06:28,Normal
ID,118.22,25/05/22,11:14:06:28,Normal
Tm,37.75,25/05/22,11:14:06:28,Normal
