Channel Code,Value,Date,Time,Status
SU,-4.36,25/05/02,00:09:00:64,Normal
SD,0.79,25/05/02,00:09:00:64,Normal
IU,-67.55,25/05/02,00:09:00:64,Normal
ID,-11.07,25/05/02,00:09:00:64,Normal
Tm,21.72,25/05/02,00:09:00:64,Normal
SU,-4.42,25/05/02,00:09:15:56,Normal
SD,0.74,25/05/02,00:09:15:56,Normal
IU,-67.55,25/05/02,00:09:15:56,Normal
ID,-10.99,25/05/02,00:09:15:56,Normal
Tm,21.71,25/05/02,00:09:15:56,Normal
SU,-4.59,25/05/02,00:19:10:90,Normal
SD,0.64,25/05/02,00:19:10:90,Normal
IU,-70.78,25/05/02,00:19:10:90,Normal
ID,-11.96,25/05/02,00:19:10:90,Normal
Tm,21.44,25/05/02,00:19:10:90,Normal
SU,-3.99,25/05/02,00:29:11:45,Normal
SD,1.33,25/05/02,00:29:11:45,Normal
IU,-78.15,25/05/02,00:29:11:45,Normal
ID,-13.59,25/05/02,00:29:11:45,Normal
Tm,21.35,25/05/02,00:29:11:45,Normal
SU,-5.76,25/05/02,00:39:11:11,Normal
SD,0.5,25/05/02,00:39:11:11,Normal
IU,-80.43,25/05/02,00:39:11:11,Normal
ID,-14.15,25/05/02,00:39:11:11,Normal
Tm,21.07,25/05/02,00:39:11:11,Normal
SU,-3.96,25/05/02,00:49:10:82,Normal
SD,1.86,25/05/02,00:49:10:82,Normal
IU,-81.33,25/05/02,00:49:10:82,Normal
ID,-13.55,25/05/02,00:49:10:82,Normal
Tm,20.95,25/05/02,00:49:10:82,Normal
SU,-4.13,25/05/02,00:59:11:38,Normal
SD,1.41,25/05/02,00:59:11:38,Normal
IU,-80.69,25/05/02,00:59:11:38,Normal
ID,-14.21,25/05/02,00:59:11:38,Normal
Tm,20.97,25/05/02,00:59:11:38,Normal
SU,-4.11,25/05/02,01:09:11:08,Normal
SD,1.85,25/05/02,01:09:11:08,Normal
IU,-88.43,25/05/02,01:09:11:08,Normal
ID,-17.66,25/05/02,01:09:11:08,Normal
Tm,21.15,25/05/02,01:09:11:08,Normal
SU,-5.4,25/05/02,01:19:10:75,Normal
SD,0.89,25/05/02,01:19:10:75,Normal
IU,-91.5,25/05/02,01:19:10:75,Normal
ID,-19.11,25/05/02,01:19:10:75,Normal
Tm,20.99,25/05/02,01:19:10:75,Normal
SU,-5.55,25/05/02,01:29:11:31,Normal
SD,0.94,25/05/02,01:29:11:31,Normal
IU,-91.5,25/05/02,01:29:11:31,Normal
ID,-19.07,25/05/02,01:29:11:31,Normal
Tm,20.45,25/05/02,01:29:11:31,Normal
SU,-5.93,25/05/02,01:39:11:02,Normal
SD,0.77,25/05/02,01:39:11:02,Normal
IU,-93.57,25/05/02,01:39:11:02,Normal
ID,-19.47,25/05/02,01:39:11:02,Normal
Tm,20.25,25/05/02,01:39:11:02,Normal
SU,-5.37,25/05/02,01:49:10:74,Normal
SD,1.24,25/05/02,01:49:10:74,Normal
IU,-94.47,25/05/02,01:49:10:74,Normal
ID,-19.85,25/05/02,01:49:10:74,Normal
Tm,20.17,25/05/02,01:49:10:74,Normal
SU,-5.72,25/05/02,01:59:11:32,Normal
SD,1.04,25/05/02,01:59:11:32,Normal
IU,-93.04,25/05/02,01:59:11:32,Normal
ID,-19.27,25/05/02,01:59:11:32,Normal
Tm,19.92,25/05/02,01:59:11:32,Normal
SU,-5.49,25/05/02,02:09:11:02,Normal
SD,1.41,25/05/02,02:09:11:02,Normal
IU,-90.65,25/05/02,02:09:11:02,Normal
ID,-18.22,25/05/02,02:09:11:02,Normal
Tm,19.47,25/05/02,02:09:11:02,Normal
SU,-3.92,25/05/02,02:19:10:80,Normal
SD,1.97,25/05/02,02:19:10:80,Normal
IU,-86.94,25/05/02,02:19:10:80,Normal
ID,-16.45,25/05/02,02:19:10:80,Normal
Tm,19.08,25/05/02,02:19:10:80,Normal
SU,-4.29,25/05/02,02:29:10:58,Normal
SD,1.89,25/05/02,02:29:10:58,Normal
IU,-81.75,25/05/02,02:29:10:58,Normal
ID,-14.82,25/05/02,02:29:10:58,Normal
Tm,18.94,25/05/02,02:29:10:58,Normal
SU,-3.8,25/05/02,02:39:11:22,Normal
SD,1.89,25/05/02,02:39:11:22,Normal
IU,-78.41,25/05/02,02:39:11:22,Normal
ID,-14.27,25/05/02,02:39:11:22,Normal
Tm,18.87,25/05/02,02:39:11:22,Normal
SU,-2.93,25/05/02,02:49:11:00,Normal
SD,2.82,25/05/02,02:49:11:00,Normal
IU,-82.33,25/05/02,02:49:11:00,Normal
ID,-15.22,25/05/02,02:49:11:00,Normal
Tm,19.08,25/05/02,02:49:11:00,Normal
SU,-3.83,25/05/02,02:59:10:81,Normal
SD,2.09,25/05/02,02:59:10:81,Normal
IU,-82.81,25/05/02,02:59:10:81,Normal
ID,-16.25,25/05/02,02:59:10:81,Normal
Tm,19.16,25/05/02,02:59:10:81,Normal
SU,-4.03,25/05/02,03:09:11:48,Normal
SD,1.98,25/05/02,03:09:11:48,Normal
IU,-85.19,25/05/02,03:09:11:48,Normal
ID,-16.91,25/05/02,03:09:11:48,Normal
Tm,19.28,25/05/02,03:09:11:48,Normal
SU,-3.87,25/05/02,03:19:11:28,Normal
SD,2.04,25/05/02,03:19:11:28,Normal
IU,-85.46,25/05/02,03:19:11:28,Normal
ID,-17.52,25/05/02,03:19:11:28,Normal
Tm,19.34,25/05/02,03:19:11:28,Normal
SU,-3.94,25/05/02,03:29:11:04,Normal
SD,2.06,25/05/02,03:29:11:04,Normal
IU,-84.35,25/05/02,03:29:11:04,Normal
ID,-17.54,25/05/02,03:29:11:04,Normal
Tm,19.34,25/05/02,03:29:11:04,Normal
SU,-4.5,25/05/02,03:39:11:68,Normal
SD,1.88,25/05/02,03:39:11:68,Normal
IU,-84.56,25/05/02,03:39:11:68,Normal
ID,-17.52,25/05/02,03:39:11:68,Normal
Tm,19.2,25/05/02,03:39:11:68,Normal
SU,-4.5,25/05/02,03:49:11:47,Normal
SD,1.76,25/05/02,03:49:11:47,Normal
IU,-86.73,25/05/02,03:49:11:47,Normal
ID,-19.01,25/05/02,03:49:11:47,Normal
Tm,19.39,25/05/02,03:49:11:47,Normal
SU,-4.87,25/05/02,03:59:11:26,Normal
SD,1.51,25/05/02,03:59:11:26,Normal
IU,-86.47,25/05/02,03:59:11:26,Normal
ID,-19.39,25/05/02,03:59:11:26,Normal
Tm,19.2,25/05/02,03:59:11:26,Normal
SU,-5.9,25/05/02,04:09:11:93,Normal
SD,0.48,25/05/02,04:09:11:93,Normal
IU,-86.36,25/05/02,04:09:11:93,Normal
ID,-18.93,25/05/02,04:09:11:93,Normal
Tm,18.83,25/05/02,04:09:11:93,Normal
SU,-4.31,25/05/02,04:19:11:74,Normal
SD,1.53,25/05/02,04:19:11:74,Normal
IU,-84.08,25/05/02,04:19:11:74,Normal
ID,-17.13,25/05/02,04:19:11:74,Normal
Tm,18.24,25/05/02,04:19:11:74,Normal
SU,-4.52,25/05/02,04:29:11:68,Normal
SD,1.29,25/05/02,04:29:11:68,Normal
IU,-84.51,25/05/02,04:29:11:68,Normal
ID,-17.44,25/05/02,04:29:11:68,Normal
Tm,18.29,25/05/02,04:29:11:68,Normal
SU,-4.04,25/05/02,04:39:12:48,Normal
SD,1.27,25/05/02,04:39:12:48,Normal
IU,-83.34,25/05/02,04:39:12:48,Normal
ID,-17.4,25/05/02,04:39:12:48,Normal
Tm,18.19,25/05/02,04:39:12:48,Normal
SU,-4.38,25/05/02,04:49:12:46,Normal
SD,1.21,25/05/02,04:49:12:46,Normal
IU,-82.49,25/05/02,04:49:12:46,Normal
ID,-16.73,25/05/02,04:49:12:46,Normal
Tm,18.08,25/05/02,04:49:12:46,Normal
SU,-2.3,25/05/02,04:59:12:41,Normal
SD,2.94,25/05/02,04:59:12:41,Normal
IU,-82.97,25/05/02,04:59:12:41,Normal
