Channel Code,Value,Date,Time,Status
SU,-6.02,25/05/07,00:06:48:76,Normal
SD,0.73,25/05/07,00:06:48:76,Normal
IU,-101.46,25/05/07,00:06:48:76,Normal
ID,-22.21,25/05/07,00:06:48:76,Normal
Tm,17.85,25/05/07,00:06:48:76,Normal
SU,-6.27,25/05/07,00:07:03:30,Normal
SD,0.64,25/05/07,00:07:03:30,Normal
IU,-101.83,25/05/07,00:07:03:30,Normal
ID,-22.39,25/05/07,00:07:03:30,Normal
Tm,17.83,25/05/07,00:07:03:30,Normal
SU,-5.88,25/05/07,00:16:59:20,Normal
SD,0.77,25/05/07,00:16:59:20,Normal
IU,-100.98,25/05/07,00:16:59:20,Normal
ID,-22.09,25/05/07,00:16:59:20,Normal
Tm,17.6,25/05/07,00:16:59:20,Normal
SU,-5.53,25/05/07,00:27:00:38,Normal
SD,0.92,25/05/07,00:27:00:38,Normal
IU,-100.61,25/05/07,00:27:00:38,Normal
ID,-21.74,25/05/07,00:27:00:38,Normal
Tm,17.5,25/05/07,00:27:00:38,Normal
SU,-5.65,25/05/07,00:37:00:70,Normal
SD,1.07,25/05/07,00:37:00:70,Normal
IU,-101.25,25/05/07,00:37:00:70,Normal
ID,-22.15,25/05/07,00:37:00:70,Normal
Tm,17.46,25/05/07,00:37:00:70,Normal
SU,-5.16,25/05/07,00:47:01:10,Normal
SD,1.39,25/05/07,00:47:01:10,Normal
IU,-100.72,25/05/07,00:47:01:10,Normal
ID,-22.11,25/05/07,00:47:01:10,Normal
Tm,17.37,25/05/07,00:47:01:10,Normal
SU,-6.39,25/05/07,00:57:02:36,Normal
SD,1.03,25/05/07,00:57:02:36,Normal
IU,-99.87,25/05/07,00:57:02:36,Normal
ID,-21.52,25/05/07,00:57:02:36,Normal
Tm,17,25/05/07,00:57:02:36,Normal
SU,-4.61,25/05/07,01:07:02:75,Normal
SD,2.16,25/05/07,01:07:02:75,Normal
IU,-100.98,25/05/07,01:07:02:75,Normal
ID,-22.27,25/05/07,01:07:02:75,Normal
Tm,17.19,25/05/07,01:07:02:75,Normal
SU,-5.3,25/05/07,01:17:03:12,Normal
SD,1.65,25/05/07,01:17:03:12,Normal
IU,-101.2,25/05/07,01:17:03:12,Normal
ID,-21.99,25/05/07,01:17:03:12,Normal
Tm,17.01,25/05/07,01:17:03:12,Normal
SU,-5.32,25/05/07,01:27:04:33,Normal
SD,2.03,25/05/07,01:27:04:33,Normal
IU,-101.09,25/05/07,01:27:04:33,Normal
ID,-22.11,25/05/07,01:27:04:33,Normal
Tm,16.89,25/05/07,01:27:04:33,Normal
SU,-5.93,25/05/07,01:37:04:68,Normal
SD,1.45,25/05/07,01:37:04:68,Normal
IU,-99.76,25/05/07,01:37:04:68,Normal
ID,-21.99,25/05/07,01:37:04:68,Normal
Tm,16.68,25/05/07,01:37:04:68,Normal
SU,-5.07,25/05/07,01:47:05:07,Normal
SD,2.04,25/05/07,01:47:05:07,Normal
IU,-99.55,25/05/07,01:47:05:07,Normal
ID,-21.7,25/05/07,01:47:05:07,Normal
Tm,16.71,25/05/07,01:47:05:07,Normal
SU,-5.3,25/05/07,01:57:06:33,Normal
SD,1.76,25/05/07,01:57:06:33,Normal
IU,-99.71,25/05/07,01:57:06:33,Normal
ID,-22.09,25/05/07,01:57:06:33,Normal
Tm,16.55,25/05/07,01:57:06:33,Normal
SU,-5.86,25/05/07,02:07:06:83,Normal
SD,1.04,25/05/07,02:07:06:83,Normal
IU,-100.61,25/05/07,02:07:06:83,Normal
ID,-22.43,25/05/07,02:07:06:83,Normal
Tm,16.49,25/05/07,02:07:06:83,Normal
SU,-6.06,25/05/07,02:17:07:49,Normal
SD,0.47,25/05/07,02:17:07:49,Normal
IU,-101.62,25/05/07,02:17:07:49,Normal
ID,-22.51,25/05/07,02:17:07:49,Normal
Tm,16.16,25/05/07,02:17:07:49,Normal
SU,-6.34,25/05/07,02:27:08:32,Normal
SD,0.7,25/05/07,02:27:08:32,Normal
IU,-100.82,25/05/07,02:27:08:32,Normal
ID,-21.99,25/05/07,02:27:08:32,Normal
Tm,15.75,25/05/07,02:27:08:32,Normal
SU,-5.44,25/05/07,02:37:10:06,Normal
SD,1.14,25/05/07,02:37:10:06,Normal
IU,-98.86,25/05/07,02:37:10:06,Normal
ID,-20.72,25/05/07,02:37:10:06,Normal
Tm,15.21,25/05/07,02:37:10:06,Normal
SU,-6.18,25/05/07,02:47:10:97,Normal
SD,1.48,25/05/07,02:47:10:97,Normal
IU,-99.87,25/05/07,02:47:10:97,Normal
ID,-20.42,25/05/07,02:47:10:97,Normal
Tm,14.78,25/05/07,02:47:10:97,Normal
SU,-5.17,25/05/07,02:57:12:01,Normal
SD,1.92,25/05/07,02:57:12:01,Normal
IU,-100.14,25/05/07,02:57:12:01,Normal
ID,-20.5,25/05/07,02:57:12:01,Normal
Tm,14.6,25/05/07,02:57:12:01,Normal
SU,-5.14,25/05/07,03:07:14:07,Normal
SD,1.97,25/05/07,03:07:14:07,Normal
IU,-99.66,25/05/07,03:07:14:07,Normal
ID,-20.6,25/05/07,03:07:14:07,Normal
Tm,14.5,25/05/07,03:07:14:07,Normal
SU,-4.84,25/05/07,03:17:15:40,Normal
SD,1.47,25/05/07,03:17:15:40,Normal
IU,-99.66,25/05/07,03:17:15:40,Normal
ID,-20.92,25/05/07,03:17:15:40,Normal
Tm,14.58,25/05/07,03:17:15:40,Normal
SU,-7.01,25/05/07,03:27:16:76,Normal
SD,1.2,25/05/07,03:27:16:76,Normal
IU,-96.74,25/05/07,03:27:16:76,Normal
ID,-19.69,25/05/07,03:27:16:76,Normal
Tm,13.97,25/05/07,03:27:16:76,Normal
SU,-5.1,25/05/07,03:37:19:01,Normal
SD,2.26,25/05/07,03:37:19:01,Normal
IU,-94.84,25/05/07,03:37:19:01,Normal
ID,-17.96,25/05/07,03:37:19:01,Normal
Tm,13.39,25/05/07,03:37:19:01,Normal
SU,-4.42,25/05/07,03:47:20:50,Normal
SD,2.56,25/05/07,03:47:20:50,Normal
IU,-91.98,25/05/07,03:47:20:50,Normal
ID,-16.11,25/05/07,03:47:20:50,Normal
Tm,12.93,25/05/07,03:47:20:50,Normal
SU,-5.79,25/05/07,03:57:22:02,Normal
SD,1.32,25/05/07,03:57:22:02,Normal
IU,-90.23,25/05/07,03:57:22:02,Normal
ID,-16.15,25/05/07,03:57:22:02,Normal
Tm,12.84,25/05/07,03:57:22:02,Normal
SU,-5.23,25/05/07,04:07:24:43,Normal
SD,1.77,25/05/07,04:07:24:43,Normal
IU,-89.27,25/05/07,04:07:24:43,Normal
ID,-15.3,25/05/07,04:07:24:43,Normal
Tm,12.54,25/05/07,04:07:24:43,Normal
SU,-5.05,25/05/07,04:17:25:97,Normal
SD,2.5,25/05/07,04:17:25:97,Normal
IU,-88.37,25/05/07,04:17:25:97,Normal
ID,-15.28,25/05/07,04:17:25:97,Normal
Tm,12.52,25/05/07,04:17:25:97,Normal
SU,-5.26,25/05/07,04:27:27:55,Normal
SD,1.91,25/05/07,04:27:27:55,Normal
IU,-86.89,25/05/07,04:27:27:55,Normal
ID,-14.78,25/05/07,04:27:27:55,Normal
Tm,12.48,25/05/07,04:27:27:55,Normal
SU,-3.71,25/05/07,04:37:30:00,Normal
SD,2.97,25/05/07,04:37:30:00,Normal
IU,-87.95,25/05/07,04:37:30:00,Normal
ID,-15.1,25/05/07,04:37:30:00,Normal
Tm,12.54,25/05/07,04:37:30:00,Normal
SU,-4.59,25/05/07,04:47:31:58,Normal
SD,2.09,25/05/07,04:47:31:58,Normal
IU,-88.59,25/05/07,04:47:31:58,Normal
ID,-16.33,25/05/07,04:47:31:58,Normal
Tm,12.84,25/05/07,04:47:31:58,Normal
SU,-3.73,25/05/07,04:57:33:14,Normal
SD,2.13,25/05/07,04:57:33:14,Normal
IU,-88.53,25/05/07,04:57:33:14,Normal
ID,-16.57,25/05/07,04:57:33:14,Normal
Tm,12.82,25/05/07,04:57:33:14,Normal
