Channel Code,Value,Date,Time,Status
SU,-3.83,25/05/14,00:08:03:71,Normal
SD,1.6,25/05/14,00:08:03:71,Normal
IU,-68.98,25/05/14,00:08:03:71,Normal
ID,-6.18,25/05/14,00:08:03:71,Normal
Tm,26.65,25/05/14,00:08:03:71,Normal
SU,-4.29,25/05/14,00:18:03:43,Normal
SD,1.5,25/05/14,00:18:03:43,Normal
IU,-73.43,25/05/14,00:18:03:43,Normal
ID,-7.07,25/05/14,00:18:03:43,Normal
Tm,26.62,25/05/14,00:18:03:43,Normal
SU,-5.23,25/05/14,00:28:03:97,Normal
SD,1.44,25/05/14,00:28:03:97,Normal
IU,-79.95,25/05/14,00:28:03:97,Normal
ID,-7.89,25/05/14,00:28:03:97,Normal
Tm,26.44,25/05/14,00:28:03:97,Normal
SU,-4.79,25/05/14,00:38:03:61,Normal
SD,1.32,25/05/14,00:38:03:61,Normal
IU,-73.75,25/05/14,00:38:03:61,Normal
ID,-7.45,25/05/14,00:38:03:61,Normal
Tm,26.39,25/05/14,00:38:03:61,Normal
SU,-4.45,25/05/14,00:48:03:29,Normal
SD,1.67,25/05/14,00:48:03:29,Normal
IU,-80.16,25/05/14,00:48:03:29,Normal
ID,-8.23,25/05/14,00:48:03:29,Normal
Tm,26.3,25/05/14,00:48:03:29,Normal
SU,-4.54,25/05/14,00:48:18:46,Normal
SD,1.59,25/05/14,00:48:18:46,Normal
IU,-79.95,25/05/14,00:48:18:46,Normal
ID,-8.42,25/05/14,00:48:18:46,Normal
Tm,26.31,25/05/14,00:48:18:46,Normal
SU,-4.61,25/05/14,00:58:13:78,Normal
SD,1.33,25/05/14,00:58:13:78,Normal
IU,-75.76,25/05/14,00:58:13:78,Normal
ID,-8.03,25/05/14,00:58:13:78,Normal
Tm,26.25,25/05/14,00:58:13:78,Normal
SU,-4.56,25/05/14,01:08:14:33,Normal
SD,1.45,25/05/14,01:08:14:33,Normal
IU,-79.37,25/05/14,01:08:14:33,Normal
ID,-8.23,25/05/14,01:08:14:33,Normal
Tm,26.11,25/05/14,01:08:14:33,Normal
SU,-5.02,25/05/14,01:18:13:97,Normal
SD,1.47,25/05/14,01:18:13:97,Normal
IU,-89.43,25/05/14,01:18:13:97,Normal
ID,-9.78,25/05/14,01:18:13:97,Normal
Tm,26.05,25/05/14,01:18:13:97,Normal
SU,-5.17,25/05/14,01:28:13:65,Normal
SD,1.41,25/05/14,01:28:13:65,Normal
IU,-84.72,25/05/14,01:28:13:65,Normal
ID,-9.97,25/05/14,01:28:13:65,Normal
Tm,25.9,25/05/14,01:28:13:65,Normal
SU,-4.63,25/05/14,01:38:14:18,Normal
SD,1.7,25/05/14,01:38:14:18,Normal
IU,-79.58,25/05/14,01:38:14:18,Normal
ID,-8.84,25/05/14,01:38:14:18,Normal
Tm,25.75,25/05/14,01:38:14:18,Normal
SU,-4.47,25/05/14,01:48:13:86,Normal
SD,1.21,25/05/14,01:48:13:86,Normal
IU,-67.18,25/05/14,01:48:13:86,Normal
ID,-7.09,25/05/14,01:48:13:86,Normal
Tm,25.75,25/05/14,01:48:13:86,Normal
SU,-3.96,25/05/14,01:58:13:51,Normal
SD,1.36,25/05/14,01:58:13:51,Normal
IU,-61.88,25/05/14,01:58:13:51,Normal
ID,-5.76,25/05/14,01:58:13:51,Normal
Tm,25.6,25/05/14,01:58:13:51,Normal
SU,-3.85,25/05/14,02:08:14:04,Normal
SD,1.51,25/05/14,02:08:14:04,Normal
IU,-63.9,25/05/14,02:08:14:04,Normal
ID,-6.32,25/05/14,02:08:14:04,Normal
Tm,25.7,25/05/14,02:08:14:04,Normal
SU,-3.85,25/05/14,02:18:13:72,Normal
SD,1.42,25/05/14,02:18:13:72,Normal
IU,-63,25/05/14,02:18:13:72,Normal
ID,-5.96,25/05/14,02:18:13:72,Normal
Tm,25.64,25/05/14,02:18:13:72,Normal
