Channel Code,Value,Date,Time,Status
SU,-3.02,25/05/15,00:08:37:52,Normal
SD,2.12,25/05/15,00:08:37:52,Normal
IU,-58.65,25/05/15,00:08:37:52,Normal
ID,-3.87,25/05/15,00:08:37:52,Normal
Tm,20.47,25/05/15,00:08:37:52,Normal
SU,-1.71,25/05/15,00:18:37:25,Normal
SD,2.95,25/05/15,00:18:37:25,Normal
IU,-49.43,25/05/15,00:18:37:25,Normal
ID,-1.41,25/05/15,00:18:37:25,Normal
Tm,20.63,25/05/15,00:18:37:25,Normal
SU,-2.67,25/05/15,00:28:36:90,Normal
SD,2.27,25/05/15,00:28:36:90,Normal
IU,-46.99,25/05/15,00:28:36:90,Normal
ID,-1.61,25/05/15,00:28:36:90,Normal
Tm,20.94,25/05/15,00:28:36:90,Normal
SU,-1.78,25/05/15,00:38:37:44,Normal
SD,2.57,25/05/15,00:38:37:44,Normal
IU,-46.94,25/05/15,00:38:37:44,Normal
ID,-1.55,25/05/15,00:38:37:44,Normal
Tm,21.09,25/05/15,00:38:37:44,Normal
SU,-3.71,25/05/15,00:48:37:15,Normal
SD,1.26,25/05/15,00:48:37:15,Normal
IU,-47.52,25/05/15,00:48:37:15,Normal
ID,-1.95,25/05/15,00:48:37:15,Normal
Tm,20.98,25/05/15,00:48:37:15,Normal
SU,-3.76,25/05/15,00:48:52:07,Normal
SD,1.07,25/05/15,00:48:52:07,Normal
IU,-47.26,25/05/15,00:48:52:07,Normal
ID,-1.77,25/05/15,00:48:52:07,Normal
Tm,20.96,25/05/15,00:48:52:07,Normal
SU,-2.68,25/05/15,00:58:47:38,Normal
SD,2.21,25/05/15,00:58:47:38,Normal
IU,-58.28,25/05/15,00:58:47:38,Normal
ID,-3.93,25/05/15,00:58:47:38,Normal
Tm,21.05,25/05/15,00:58:47:38,Normal
SU,-4.82,25/05/15,01:08:47:93,Normal
SD,2.63,25/05/15,01:08:47:93,Normal
IU,-78.25,25/05/15,01:08:47:93,Normal
ID,-8.58,25/05/15,01:08:47:93,Normal
Tm,21.03,25/05/15,01:08:47:93,Normal
SU,-5.81,25/05/15,01:18:47:59,Normal
SD,1.83,25/05/15,01:18:47:59,Normal
IU,-86.78,25/05/15,01:18:47:59,Normal
ID,-10.97,25/05/15,01:18:47:59,Normal
Tm,20.6,25/05/15,01:18:47:59,Normal
SU,-5.03,25/05/15,01:28:47:29,Normal
SD,2,25/05/15,01:28:47:29,Normal
IU,-83.92,25/05/15,01:28:47:29,Normal
ID,-9.87,25/05/15,01:28:47:29,Normal
Tm,20.04,25/05/15,01:28:47:29,Normal
SU,-4.34,25/05/15,01:38:47:84,Normal
SD,2.68,25/05/15,01:38:47:84,Normal
IU,-82.23,25/05/15,01:38:47:84,Normal
ID,-9.22,25/05/15,01:38:47:84,Normal
Tm,19.74,25/05/15,01:38:47:84,Normal
SU,-5.49,25/05/15,01:48:47:54,Normal
SD,1.95,25/05/15,01:48:47:54,Normal
IU,-77.62,25/05/15,01:48:47:54,Normal
ID,-8.15,25/05/15,01:48:47:54,Normal
Tm,19.45,25/05/15,01:48:47:54,Normal
SU,-2.77,25/05/15,01:58:47:19,Normal
SD,3.8,25/05/15,01:58:47:19,Normal
IU,-79.42,25/05/15,01:58:47:19,Normal
ID,-8.54,25/05/15,01:58:47:19,Normal
Tm,19.52,25/05/15,01:58:47:19,Normal
SU,-2.68,25/05/15,02:08:47:77,Normal
SD,3.69,25/05/15,02:08:47:77,Normal
IU,-82.97,25/05/15,02:08:47:77,Normal
ID,-10.63,25/05/15,02:08:47:77,Normal
Tm,19.89,25/05/15,02:08:47:77,Normal
SU,-3.92,25/05/15,02:18:47:50,Normal
SD,3.35,25/05/15,02:18:47:50,Normal
IU,-87,25/05/15,02:18:47:50,Normal
ID,-12.89,25/05/15,02:18:47:50,Normal
Tm,20.33,25/05/15,02:18:47:50,Normal
SU,-5.46,25/05/15,02:28:47:22,Normal
SD,1.83,25/05/15,02:28:47:22,Normal
IU,-87.58,25/05/15,02:28:47:22,Normal
ID,-14.66,25/05/15,02:28:47:22,Normal
Tm,20.61,25/05/15,02:28:47:22,Normal
SU,-5.33,25/05/15,02:38:47:79,Normal
SD,2.06,25/05/15,02:38:47:79,Normal
IU,-87.37,25/05/15,02:38:47:79,Normal
ID,-14.68,25/05/15,02:38:47:79,Normal
Tm,20.54,25/05/15,02:38:47:79,Normal
SU,-5.23,25/05/15,02:48:47:47,Normal
SD,1.56,25/05/15,02:48:47:47,Normal
IU,-87,25/05/15,02:48:47:47,Normal
ID,-14.48,25/05/15,02:48:47:47,Normal
Tm,20.5,25/05/15,02:48:47:47,Normal
SU,-5.56,25/05/15,02:58:47:18,Normal
SD,1.63,25/05/15,02:58:47:18,Normal
IU,-84.77,25/05/15,02:58:47:18,Normal
ID,-13.75,25/05/15,02:58:47:18,Normal
Tm,20.1,25/05/15,02:58:47:18,Normal
SU,-5.49,25/05/15,03:08:47:76,Normal
SD,1.56,25/05/15,03:08:47:76,Normal
IU,-81.01,25/05/15,03:08:47:76,Normal
ID,-12.66,25/05/15,03:08:47:76,Normal
Tm,19.74,25/05/15,03:08:47:76,Normal
SU,-5.51,25/05/15,03:18:47:49,Normal
SD,1.3,25/05/15,03:18:47:49,Normal
IU,-77.62,25/05/15,03:18:47:49,Normal
ID,-10.77,25/05/15,03:18:47:49,Normal
Tm,19.19,25/05/15,03:18:47:49,Normal
SU,-4.06,25/05/15,03:28:47:18,Normal
SD,2.3,25/05/15,03:28:47:18,Normal
IU,-74.17,25/05/15,03:28:47:18,Normal
ID,-9.24,25/05/15,03:28:47:18,Normal
Tm,19.09,25/05/15,03:28:47:18,Normal
SU,-3.02,25/05/15,03:38:47:77,Normal
SD,2.51,25/05/15,03:38:47:77,Normal
IU,-66.97,25/05/15,03:38:47:77,Normal
ID,-7.67,25/05/15,03:38:47:77,Normal
Tm,19.01,25/05/15,03:38:47:77,Normal
SU,-4.04,25/05/15,03:48:47:51,Normal
SD,1.85,25/05/15,03:48:47:51,Normal
IU,-67.18,25/05/15,03:48:47:51,Normal
ID,-7.51,25/05/15,03:48:47:51,Normal
Tm,18.93,25/05/15,03:48:47:51,Normal
SU,-2.26,25/05/15,03:58:47:25,Normal
SD,3.38,25/05/15,03:58:47:25,Normal
IU,-67.5,25/05/15,03:58:47:25,Normal
ID,-7.75,25/05/15,03:58:47:25,Normal
Tm,19.19,25/05/15,03:58:47:25,Normal
SU,-3.76,25/05/15,04:08:47:86,Normal
SD,2.04,25/05/15,04:08:47:86,Normal
IU,-68.29,25/05/15,04:08:47:86,Normal
ID,-8.25,25/05/15,04:08:47:86,Normal
Tm,19.17,25/05/15,04:08:47:86,Normal
SU,-3.13,25/05/15,04:18:47:57,Normal
SD,2.72,25/05/15,04:18:47:57,Normal
IU,-68.45,25/05/15,04:18:47:57,Normal
ID,-8.92,25/05/15,04:18:47:57,Normal
Tm,19.37,25/05/15,04:18:47:57,Normal
SU,-4.24,25/05/15,04:28:47:29,Normal
SD,1.26,25/05/15,04:28:47:29,Normal
IU,-70.1,25/05/15,04:28:47:29,Normal
ID,-10.17,25/05/15,04:28:47:29,Normal
Tm,19.36,25/05/15,04:28:47:29,Normal
SU,-4.7,25/05/15,04:38:47:88,Normal
SD,1.51,25/05/15,04:38:47:88,Normal
IU,-72.85,25/05/15,04:38:47:88,Normal
ID,-9.83,25/05/15,04:38:47:88,Normal
Tm,19.08,25/05/15,04:38:47:88,Normal
SU,-5.67,25/05/15,04:48:47:63,Normal
SD,0.48,25/05/15,04:48:47:63,Normal
IU,-69.46,25/05/15,04:48:47:63,Normal
ID,-8.72,25/05/15,04:48:47:63,Normal
Tm,18.43,25/05/15,04:48:47:63,Normal
SU,-1.93,25/05/15,04:58:47:37,Normal
SD,1.59,25/05/15,04:58:47:37,Normal
IU,-64.21,25/05/15,04:58:47:37,Normal
ID,-7.05,25/05/15,04:58:47:37,Normal
Tm,18.17,25/05/15,04:58:47:37,Normal
SU,0.95,25/05/15,05:08:48:03,Normal
SD,2.91,25/05/15,05:08:48:03,Normal
IU,-66.92,25/05/15,05:08:48:03,Normal
ID,-6.4,25/05/15,05:08:48:03,Normal
