Channel Code,Value,Date,Time,Status
SU,-2.05,25/05/01,00:08:06:39,Normal
SD,2.8,25/05/01,00:08:06:39,Normal
IU,-69.94,25/05/01,00:08:06:39,Normal
ID,-11.34,25/05/01,00:08:06:39,Normal
Tm,17.78,25/05/01,00:08:06:39,Normal
SU,-1.73,25/05/01,00:08:21:19,Normal
SD,2.91,25/05/01,00:08:21:19,Normal
IU,-69.94,25/05/01,00:08:21:19,Normal
ID,-11.19,25/05/01,00:08:21:19,Normal
Tm,17.79,25/05/01,00:08:21:19,Normal
SU,-3.57,25/05/01,00:18:16:88,Normal
SD,1.06,25/05/01,00:18:16:88,Normal
IU,-69.78,25/05/01,00:18:16:88,Normal
ID,-11.82,25/05/01,00:18:16:88,Normal
Tm,17.68,25/05/01,00:18:16:88,Normal
SU,-3.62,25/05/01,00:28:17:80,Normal
SD,1.67,25/05/01,00:28:17:80,Normal
IU,-65.43,25/05/01,00:28:17:80,Normal
ID,-10.17,25/05/01,00:28:17:80,Normal
Tm,17.39,25/05/01,00:28:17:80,Normal
SU,-2.68,25/05/01,00:38:17:85,Normal
SD,2.27,25/05/01,00:38:17:85,Normal
IU,-59.39,25/05/01,00:38:17:85,Normal
ID,-8.3,25/05/01,00:38:17:85,Normal
Tm,17.28,25/05/01,00:38:17:85,Normal
SU,-2.24,25/05/01,00:48:17:93,Normal
SD,2.1,25/05/01,00:48:17:93,Normal
IU,-55.1,25/05/01,00:48:17:93,Normal
ID,-7.37,25/05/01,00:48:17:93,Normal
Tm,17.28,25/05/01,00:48:17:93,Normal
SU,-1.2,25/05/01,00:58:18:90,Normal
SD,2.6,25/05/01,00:58:18:90,Normal
IU,-53.83,25/05/01,00:58:18:90,Normal
ID,-7.21,25/05/01,00:58:18:90,Normal
Tm,17.41,25/05/01,00:58:18:90,Normal
SU,-2.12,25/05/01,01:08:18:98,Normal
SD,2,25/05/01,01:08:18:98,Normal
IU,-54.52,25/05/01,01:08:18:98,Normal
ID,-8.54,25/05/01,01:08:18:98,Normal
Tm,17.87,25/05/01,01:08:18:98,Normal
SU,-2.67,25/05/01,01:18:18:99,Normal
SD,1.74,25/05/01,01:18:18:99,Normal
IU,-57.01,25/05/01,01:18:18:99,Normal
ID,-9.7,25/05/01,01:18:18:99,Normal
Tm,17.9,25/05/01,01:18:18:99,Normal
SU,-2.3,25/05/01,01:28:19:88,Normal
SD,1.38,25/05/01,01:28:19:88,Normal
IU,-61.94,25/05/01,01:28:19:88,Normal
ID,-10.27,25/05/01,01:28:19:88,Normal
Tm,17.72,25/05/01,01:28:19:88,Normal
SU,-4.42,25/05/01,01:38:19:93,Normal
SD,1.32,25/05/01,01:38:19:93,Normal
IU,-65.75,25/05/01,01:38:19:93,Normal
ID,-11.25,25/05/01,01:38:19:93,Normal
Tm,17.56,25/05/01,01:38:19:93,Normal
SU,-3.27,25/05/01,01:48:20:00,Normal
SD,2.07,25/05/01,01:48:20:00,Normal
IU,-67.34,25/05/01,01:48:20:00,Normal
ID,-11.32,25/05/01,01:48:20:00,Normal
Tm,17.23,25/05/01,01:48:20:00,Normal
SU,-3.02,25/05/01,01:58:20:95,Normal
SD,2.62,25/05/01,01:58:20:95,Normal
IU,-70.15,25/05/01,01:58:20:95,Normal
ID,-12.3,25/05/01,01:58:20:95,Normal
Tm,17.2,25/05/01,01:58:20:95,Normal
SU,-3.21,25/05/01,02:08:21:05,Normal
SD,1.86,25/05/01,02:08:21:05,Normal
IU,-73.96,25/05/01,02:08:21:05,Normal
ID,-13.75,25/05/01,02:08:21:05,Normal
Tm,17.22,25/05/01,02:08:21:05,Normal
SU,-3.83,25/05/01,02:18:21:20,Normal
SD,1.18,25/05/01,02:18:21:20,Normal
IU,-76.35,25/05/01,02:18:21:20,Normal
ID,-14.42,25/05/01,02:18:21:20,Normal
Tm,17.11,25/05/01,02:18:21:20,Normal
SU,-3.44,25/05/01,02:28:22:24,Normal
SD,1.86,25/05/01,02:28:22:24,Normal
IU,-79.26,25/05/01,02:28:22:24,Normal
ID,-15.85,25/05/01,02:28:22:24,Normal
Tm,17.27,25/05/01,02:28:22:24,Normal
SU,-4.06,25/05/01,02:38:22:40,Normal
SD,1.06,25/05/01,02:38:22:40,Normal
IU,-82.23,25/05/01,02:38:22:40,Normal
ID,-17.48,25/05/01,02:38:22:40,Normal
Tm,17.41,25/05/01,02:38:22:40,Normal
SU,-4.1,25/05/01,02:48:22:54,Normal
SD,1.15,25/05/01,02:48:22:54,Normal
IU,-80.96,25/05/01,02:48:22:54,Normal
ID,-17.58,25/05/01,02:48:22:54,Normal
Tm,17.28,25/05/01,02:48:22:54,Normal
SU,-3.8,25/05/01,02:58:23:58,Normal
SD,1.26,25/05/01,02:58:23:58,Normal
IU,-80.59,25/05/01,02:58:23:58,Normal
ID,-17.58,25/05/01,02:58:23:58,Normal
Tm,17.34,25/05/01,02:58:23:58,Normal
SU,-4.06,25/05/01,03:08:23:78,Normal
SD,1.14,25/05/01,03:08:23:78,Normal
IU,-81.91,25/05/01,03:08:23:78,Normal
ID,-18.06,25/05/01,03:08:23:78,Normal
Tm,17.43,25/05/01,03:08:23:78,Normal
SU,-3.64,25/05/01,03:18:23:97,Normal
SD,1.74,25/05/01,03:18:23:97,Normal
IU,-83.66,25/05/01,03:18:23:97,Normal
ID,-18.4,25/05/01,03:18:23:97,Normal
Tm,17.57,25/05/01,03:18:23:97,Normal
SU,-5,25/05/01,03:28:25:02,Normal
SD,0.56,25/05/01,03:28:25:02,Normal
IU,-83.55,25/05/01,03:28:25:02,Normal
ID,-18.95,25/05/01,03:28:25:02,Normal
Tm,17.46,25/05/01,03:28:25:02,Normal
SU,-4.08,25/05/01,03:38:25:17,Normal
SD,0.98,25/05/01,03:38:25:17,Normal
IU,-81.75,25/05/01,03:38:25:17,Normal
ID,-17.86,25/05/01,03:38:25:17,Normal
Tm,16.9,25/05/01,03:38:25:17,Normal
SU,-4.2,25/05/01,03:48:25:41,Normal
SD,1.17,25/05/01,03:48:25:41,Normal
IU,-80.16,25/05/01,03:48:25:41,Normal
ID,-17.11,25/05/01,03:48:25:41,Normal
Tm,16.7,25/05/01,03:48:25:41,Normal
SU,-4.47,25/05/01,03:58:26:54,Normal
SD,1.03,25/05/01,03:58:26:54,Normal
IU,-79.58,25/05/01,03:58:26:54,Normal
ID,-17.01,25/05/01,03:58:26:54,Normal
Tm,16.43,25/05/01,03:58:26:54,Normal
SU,-2.21,25/05/01,04:08:26:87,Normal
SD,3.06,25/05/01,04:08:26:87,Normal
IU,-81.43,25/05/01,04:08:26:87,Normal
ID,-17.27,25/05/01,04:08:26:87,Normal
Tm,16.59,25/05/01,04:08:26:87,Normal
SU,-3.2,25/05/01,04:18:27:18,Normal
SD,2.16,25/05/01,04:18:27:18,Normal
IU,-82.65,25/05/01,04:18:27:18,Normal
ID,-18.48,25/05/01,04:18:27:18,Normal
Tm,16.98,25/05/01,04:18:27:18,Normal
SU,-3.2,25/05/01,04:28:28:38,Normal
SD,2.12,25/05/01,04:28:28:38,Normal
IU,-83.76,25/05/01,04:28:28:38,Normal
ID,-19.63,25/05/01,04:28:28:38,Normal
